Station_ID,Year,Month,Avg_Daily_Users,Peak_Hour_Users,Avg_Wait_Time_Min,Avg_Charging_Time_Min,Queue_Length,Energy_Delivered_kWh,Utilization_%,Fault_Count,Downtime_Hours,Revenue_INR,Customer_Rating,Sessions,Completed_Sessions,Cancelled_Sessions,Demand_Level
St0029,2024,February,212,74,18,52,6,133560,70.1,2,2,1736280,4.4,6360,6132,228,Medium
St0029,2024,March,275,96,12,50,6,158125,63.6,2,2,1423125,3.8,6875,6804,71,Medium
St0029,2024,April,376,131,23,49,7,223344,84.3,1,5,2680128,4.6,10152,9856,296,High
St0029,2024,May,174,60,15,48,6,140244,62.7,0,0,1402440,4.2,4524,4404,120,Medium
St0029,2024,June,341,119,17,35,6,186186,70.3,3,3,2420418,4.0,8866,8628,238,Medium
St0029,2024,July,183,64,11,42,2,131760,58.6,4,4,1449360,4.0,4392,4292,100,Low
St0029,2024,August,361,126,23,43,6,232484,82.9,1,5,2789808,4.5,10108,9704,404,High
St0029,2024,September,294,102,18,39,4,132300,74.6,4,8,1719900,4.0,7350,7071,279,Medium
St0029,2024,October,431,150,21,55,6,437465,69.7,4,12,6999440,4.5,12499,12396,103,Medium
St0029,2024,November,201,70,17,38,7,179091,64.9,2,10,2865456,4.2,5427,5366,61,Medium
St0029,2024,December,227,79,21,37,6,170250,81.6,3,3,1872750,3.9,6810,6760,50,High
St0029,2025,January,356,124,19,51,4,219296,64.0,1,4,2412256,4.3,9968,9655,313,Medium
St0029,2025,February,215,75,23,53,5,224460,94.2,3,3,2020140,4.0,6235,6126,109,High
St0029,2025,March,396,138,21,52,7,342144,83.8,1,5,3763584,3.7,9504,9383,121,High
St0029,2025,April,302,105,23,49,8,135900,95.5,2,2,2038500,4.0,7550,7505,45,High
St0029,2025,May,337,117,26,41,8,185687,94.2,4,12,2599618,3.9,9773,9533,240,High
St0029,2025,June,319,111,15,46,4,249777,69.2,3,6,3746655,4.2,8613,8312,301,Medium
St0029,2025,July,350,122,21,38,7,274400,85.8,1,5,3018400,4.1,9800,9629,171,High
St0029,2025,August,181,63,14,52,5,136474,71.0,2,2,2047110,3.6,5249,5056,193,Medium
St0029,2025,September,332,116,21,42,6,358560,80.6,2,4,5378400,3.9,9960,9756,204,High
St0029,2025,October,387,135,23,53,6,314244,94.8,2,10,4085172,4.5,10836,10610,226,High
St0029,2025,November,269,94,21,33,7,239679,83.3,4,4,3355506,4.3,7263,7085,178,High
St0029,2025,December,277,96,12,36,5,166200,61.1,1,1,2493000,4.7,6925,6661,264,Medium
St0030,2021,January,60,21,10,32,2,59160,48.2,1,2,709920,4.6,1740,1730,10,Low
St0030,2021,February,116,40,12,52,3,81200,58.6,2,6,730800,4.3,2900,2822,78,Low
St0030,2021,March,118,41,23,41,7,85550,82.8,1,5,1197700,4.2,2950,2915,35,High
St0030,2021,April,64,22,18,36,5,48000,72.8,1,5,480000,3.8,1600,1578,22,Medium
St0030,2021,May,119,41,18,30,7,64260,72.5,2,2,642600,4.0,3570,3506,64,Medium
St0030,2021,June,59,20,22,51,6,35282,82.5,2,8,564512,4.5,1534,1488,46,High
St0030,2021,July,51,17,18,42,7,47430,57.4,0,0,616590,4.7,1530,1489,41,Low
St0030,2021,August,66,23,12,33,3,56628,64.2,3,12,566280,4.3,1716,1655,61,Medium
St0030,2021,September,104,36,18,49,4,57304,59.7,0,0,515736,4.8,3016,2964,52,Low
St0030,2021,October,114,39,17,37,6,51984,83.7,2,8,779760,4.1,2736,2640,96,High
St0030,2021,November,75,26,16,32,4,55800,62.5,1,3,669600,3.9,1800,1737,63,Medium
St0030,2021,December,118,41,13,47,3,79650,59.6,0,0,1274400,4.4,2950,2889,61,Low
St0030,2022,January,90,31,20,51,7,81000,67.6,4,16,891000,4.2,2250,2173,77,Medium
St0030,2022,February,122,42,15,34,5,73200,48.2,2,2,1098000,4.0,2928,2900,28,Low
St0030,2022,March,73,25,11,53,2,45625,57.8,1,2,410625,4.7,1825,1788,37,Low
St0030,2022,April,140,49,17,44,7,109760,63.8,3,12,987840,4.1,3920,3863,57,Medium
St0030,2022,May,119,41,16,43,7,124236,53.6,1,1,1242360,4.0,3451,3403,48,Low
St0030,2022,June,104,36,22,46,5,66352,86.3,2,8,1061632,3.8,3016,2943,73,High
St0030,2022,July,104,36,20,54,8,68640,62.7,3,15,1098240,4.1,3120,3066,54,Medium
St0030,2022,August,96,33,24,52,9,64896,83.5,2,2,713856,4.3,2496,2407,89,High
St0030,2022,September,122,42,24,32,6,68320,84.3,3,6,819840,3.6,3416,3339,77,High
St0030,2022,October,80,28,16,51,4,62640,52.0,0,0,876960,4.2,2320,2233,87,Low
St0030,2022,November,74,25,16,36,6,42550,61.2,0,0,510600,3.9,1850,1825,25,Medium
St0030,2022,December,159,55,15,55,3,71550,66.7,2,4,715500,4.3,3975,3875,100,Medium
St0030,2023,January,163,57,17,36,4,127140,63.1,4,4,1144260,4.5,4890,4830,60,Medium
St0030,2023,February,161,56,21,34,5,146510,90.0,4,4,1904630,4.1,4186,4101,85,High
St0030,2023,March,159,55,18,55,4,115275,74.0,2,10,1498575,4.5,4611,4531,80,Medium
St0030,2023,April,91,31,19,45,4,91728,77.4,1,5,1100736,4.8,2548,2523,25,Medium
St0030,2023,May,150,52,20,39,6,81900,73.6,3,6,1310400,4.6,3900,3755,145,Medium
St0030,2023,June,153,53,20,51,7,130050,62.1,2,2,2080800,3.7,3825,3776,49,Medium
St0030,2023,July,145,50,21,44,5,147900,71.7,0,0,2366400,4.0,4350,4258,92,Medium
St0030,2023,August,162,56,16,44,4,109350,52.7,2,6,984150,4.3,4050,3982,68,Low
St0030,2023,September,137,47,13,35,6,73980,66.5,0,0,1109700,4.8,3699,3600,99,Medium
St0030,2023,October,104,36,21,49,8,102960,65.0,4,16,1544400,3.5,3120,3097,23,Medium
St0030,2023,November,169,59,17,38,5,147875,57.0,1,3,1330875,4.5,4225,4189,36,Low
St0030,2023,December,125,43,15,39,5,94500,54.1,3,15,1417500,4.7,3500,3365,135,Low
St0030,2024,January,179,62,20,41,7,94512,78.5,2,8,850608,4.6,4296,4170,126,Medium
St0030,2024,February,165,57,24,31,7,134640,92.1,3,3,1615680,3.7,3960,3932,28,High
St0030,2024,March,183,64,12,47,3,167994,63.1,4,12,1847934,4.5,4941,4831,110,Medium
St0030,2024,April,175,61,17,51,5,141750,59.8,3,12,1559250,4.4,4725,4666,59,Low
St0030,2024,May,107,37,21,33,7,98868,82.4,0,0,988680,4.5,2996,2892,104,High
St0030,2024,June,148,51,18,41,4,81400,60.6,0,0,1058200,4.0,3700,3654,46,Medium
St0030,2024,July,88,30,22,45,5,66352,92.1,3,15,862576,4.6,2552,2526,26,High
St0030,2024,August,116,40,15,38,4,93960,60.4,3,3,1503360,3.8,3132,3008,124,Medium
St0030,2024,September,177,61,21,33,5,148680,68.5,3,9,1338120,4.0,4248,4112,136,Medium
St0030,2024,October,228,79,19,49,7,114912,56.2,1,3,1149120,4.3,6384,6172,212,Low
St0030,2024,November,169,59,19,45,4,125736,85.4,0,0,1508832,4.8,4056,3978,78,High
St0030,2024,December,209,73,17,35,5,169708,69.1,1,2,2375912,4.6,5852,5682,170,Medium
St0030,2025,January,114,39,22,45,5,82080,78.1,4,4,1231200,4.3,3420,3324,96,Medium
St0030,2025,February,200,70,17,32,5,180000,76.4,3,9,2880000,4.0,6000,5944,56,Medium
St0030,2025,March,205,71,16,39,7,107625,82.4,0,0,1722000,4.9,5125,5080,45,High
St0030,2025,April,171,59,20,41,7,133380,83.0,3,9,1333800,3.8,5130,4933,197,High
St0030,2025,May,111,38,11,39,3,101010,59.5,3,6,1313130,3.7,2886,2842,44,Low
St0030,2025,June,224,78,19,31,5,188160,67.9,0,0,2822400,4.1,5376,5167,209,Medium
St0030,2025,July,199,69,16,53,4,185070,75.2,3,9,2035770,4.7,5970,5820,150,Medium
St0030,2025,August,149,52,20,39,7,111750,77.7,3,9,1676250,4.5,3725,3663,62,Medium
St0030,2025,September,203,71,22,50,6,112056,80.2,0,0,1568784,4.8,4872,4742,130,High
St0030,2025,October,118,41,16,37,4,63720,73.2,2,4,637200,3.8,3186,3069,117,Medium
St0030,2025,November,196,68,20,50,8,186592,90.5,3,9,2239104,4.4,5488,5320,168,High
St0030,2025,December,212,74,24,31,9,228960,90.2,3,9,3434400,4.0,6360,6111,249,High
St0031,2021,January,122,42,16,40,7,102114,80.6,4,8,919026,4.4,3294,3218,76,High
St0031,2021,February,147,51,20,42,5,111132,67.1,2,8,1111320,4.1,3969,3898,71,Medium
St0031,2021,March,187,65,16,37,6,95931,53.1,0,0,959310,4.0,5049,4858,191,Low
St0031,2021,April,168,58,20,51,8,163296,78.2,0,0,1632960,4.0,4536,4361,175,Medium
St0031,2021,May,259,90,17,40,4,194250,51.8,0,0,2719500,4.3,7770,7693,77,Low
St0031,2021,June,151,52,23,42,7,90600,81.5,3,12,1449600,4.1,3775,3744,31,High
St0031,2021,July,207,72,23,30,7,134550,78.1,3,12,1480050,4.6,5175,4971,204,Medium
St0031,2021,August,236,82,16,37,6,194700,54.9,0,0,1947000,4.3,5900,5755,145,Low
St0031,2021,September,154,53,12,42,3,115500,57.1,4,4,1270500,3.8,4620,4539,81,Low
St0031,2021,October,140,49,22,45,8,94500,83.8,1,3,1039500,4.3,3500,3474,26,High
St0031,2021,November,276,96,17,52,7,260820,57.2,3,3,2347380,4.4,7452,7254,198,Low
St0031,2021,December,309,108,18,54,6,313635,61.7,3,15,3136350,3.7,8961,8726,235,Medium
St0031,2022,January,229,80,16,31,6,119538,80.0,2,4,1314918,4.1,6641,6595,46,Medium
St0031,2022,February,162,56,12,41,6,122148,63.2,4,20,1832220,3.5,4698,4615,83,Medium
St0031,2022,March,291,101,19,32,5,194097,63.4,0,0,2329164,4.0,8439,8362,77,Medium
St0031,2022,April,262,91,13,49,6,183400,66.9,2,2,2384200,4.3,6550,6368,182,Medium
St0031,2022,May,268,93,14,36,5,150080,55.8,2,8,2101120,3.8,7504,7335,169,Low
St0031,2022,June,334,116,15,37,5,261856,49.6,4,12,3665984,4.5,9352,9267,85,Low
St0031,2022,July,195,68,12,34,6,154440,50.1,2,10,1544400,4.6,4680,4592,88,Low
St0031,2022,August,299,104,15,46,3,303485,60.7,4,4,3338335,4.4,8671,8496,175,Medium
St0031,2022,September,332,116,15,43,4,224100,48.6,1,5,3361500,4.0,8964,8852,112,Low
St0031,2022,October,325,113,18,38,5,207350,68.4,4,4,2488200,3.9,9425,9265,160,Medium
St0031,2022,November,285,99,14,41,4,239400,59.8,3,15,3830400,4.5,6840,6628,212,Low
St0031,2022,December,283,99,22,30,8,267435,84.5,2,4,4011525,4.1,7641,7482,159,High
St0031,2023,January,175,61,23,36,5,120750,83.3,2,6,1086750,4.1,5250,5046,204,High
St0031,2023,February,277,96,17,54,7,274230,80.3,0,0,2742300,4.3,8310,8077,233,High
St0031,2023,March,350,122,18,37,4,192500,89.5,2,2,1925000,4.2,8750,8689,61,High
St0031,2023,April,332,116,23,35,5,221444,87.0,3,15,3100216,4.1,9628,9461,167,High
St0031,2023,May,197,68,20,34,8,143416,90.0,1,3,2007824,4.6,5122,4955,167,High
St0031,2023,June,327,114,10,32,4,306072,53.5,3,15,3672864,3.6,8502,8403,99,Low
St0031,2023,July,324,113,19,44,7,139968,59.6,1,1,1819584,4.3,7776,7591,185,Low
St0031,2023,August,350,122,25,54,8,207900,86.7,0,0,3118500,3.9,9450,9299,151,High
St0031,2023,September,394,137,18,43,4,265950,90.9,2,10,3989250,3.8,10638,10380,258,High
St0031,2023,October,409,143,18,31,5,343560,69.9,1,2,3779160,3.8,11452,11152,300,Medium
St0031,2023,November,419,146,18,41,4,437436,89.0,1,1,6124104,4.5,12151,12042,109,High
St0031,2023,December,225,78,18,30,7,206550,56.4,4,4,1858950,4.5,6075,5905,170,Low
St0031,2024,January,207,72,21,52,8,208656,76.3,0,0,1877904,4.0,5796,5646,150,Medium
St0031,2024,February,332,116,17,46,6,284856,83.1,1,1,3418272,4.4,8632,8506,126,High
St0031,2024,March,297,103,19,52,7,168399,56.6,1,3,1852389,3.9,8019,7704,315,Low
St0031,2024,April,316,110,20,52,8,159264,83.8,1,3,2388960,4.5,8848,8744,104,High
St0031,2024,May,297,103,16,53,5,267300,75.7,2,8,2405700,3.9,7425,7325,100,Medium
St0031,2024,June,408,142,24,38,9,253368,82.1,0,0,2280312,4.4,11016,10582,434,High
St0031,2024,July,254,88,18,32,4,144780,60.5,3,15,1447800,4.0,7620,7420,200,Medium
St0031,2024,August,428,149,16,32,5,297888,71.2,2,8,3574656,3.8,12412,12319,93,Medium
St0031,2024,September,256,89,18,51,5,219648,72.0,3,3,3075072,4.2,6656,6620,36,Medium
St0031,2024,October,344,120,21,52,6,165120,68.5,3,3,2641920,4.6,8256,8110,146,Medium
St0031,2024,November,511,178,19,41,5,370475,92.6,1,5,4816175,4.4,14819,14505,314,High
St0031,2024,December,478,167,15,30,3,443584,73.5,3,12,4435840,4.4,13862,13314,548,Medium
St0031,2025,January,279,97,20,46,5,202275,70.3,4,8,3236400,3.6,8091,7832,259,Medium
St0031,2025,February,419,146,21,45,5,366625,95.0,0,0,5499375,4.8,10475,10098,377,High
St0031,2025,March,463,162,17,53,6,311136,80.2,3,9,3422496,4.0,11112,11030,82,High
St0031,2025,April,385,134,19,50,5,312620,60.2,4,8,2813580,4.4,11165,11024,141,Medium
St0031,2025,May,263,92,19,30,5,160167,76.8,4,16,2562672,3.6,7627,7527,100,Medium
St0031,2025,June,331,115,23,46,8,270096,84.5,1,2,2700960,3.9,7944,7902,42,High
St0031,2025,July,252,88,21,55,5,234360,91.2,0,0,2577960,4.4,7560,7442,118,High
St0031,2025,August,485,169,21,39,6,314280,81.1,2,10,3142800,4.6,13095,12695,400,High
St0031,2025,September,424,148,18,47,7,286624,77.0,2,4,4299360,4.5,11024,10736,288,Medium
St0031,2025,October,593,207,13,54,6,309546,63.5,4,4,4024098,4.4,17197,16855,342,Medium
St0031,2025,November,309,108,19,32,4,203940,86.9,0,0,2651220,4.3,9270,9050,220,High
St0031,2025,December,572,200,19,35,6,400400,57.5,1,4,5205200,4.5,14300,13964,336,Low
St0032,2021,January,110,38,9,49,4,52800,46.4,1,1,792000,4.3,2640,2619,21,Low
St0032,2021,February,137,47,21,32,8,123300,68.1,4,16,1972800,4.1,3425,3315,110,Medium
St0032,2021,March,166,58,18,50,4,87648,73.7,2,2,964128,3.9,3984,3884,100,Medium
St0032,2021,April,161,56,12,53,3,139104,59.1,1,3,1251936,4.5,3864,3844,20,Low
St0032,2021,May,100,35,13,44,3,91000,51.0,2,4,1183000,4.0,2600,2498,102,Low
St0032,2021,June,104,36,9,52,4,75400,45.3,0,0,754000,4.6,3016,2919,97,Low
St0032,2021,July,105,36,11,48,2,94500,49.6,4,16,945000,4.4,3150,3046,104,Low
St0032,2021,August,136,47,12,45,6,122400,52.4,0,0,1836000,4.8,4080,3930,150,Low
St0032,2021,September,118,41,22,49,8,105728,75.7,3,3,1374464,3.9,3304,3263,41,Medium
St0032,2021,October,200,70,16,35,6,163200,63.8,2,2,1795200,4.5,4800,4703,97,Medium
St0032,2021,November,162,56,22,31,8,99792,79.1,1,1,1397088,4.0,4536,4361,175,Medium
St0032,2021,December,129,45,18,32,4,127710,71.5,4,8,1532520,4.0,3870,3717,153,Medium
St0032,2022,January,167,58,17,52,7,168336,64.1,4,16,2020032,4.3,4676,4566,110,Medium
St0032,2022,February,194,67,16,49,6,146664,61.0,2,2,2346624,4.5,5432,5332,100,Medium
St0032,2022,March,139,48,18,37,7,141780,71.7,1,5,1417800,4.2,4170,4028,142,Medium
St0032,2022,April,118,41,11,43,4,112926,50.0,1,5,1693890,3.8,3422,3390,32,Low
St0032,2022,May,122,42,9,38,5,64050,48.1,4,16,768600,4.2,3050,2994,56,Low
St0032,2022,June,186,65,11,54,3,96720,59.3,3,6,870480,4.3,4836,4653,183,Low
St0032,2022,July,136,47,10,30,3,66096,54.5,2,8,727056,3.8,3672,3609,63,Low
St0032,2022,August,101,35,17,55,4,73225,79.0,4,8,878700,3.8,2525,2432,93,Medium
St0032,2022,September,218,76,16,40,5,188352,64.6,4,20,2071872,4.2,5232,5133,99,Medium
St0032,2022,October,251,87,20,46,7,160138,70.7,0,0,2402070,4.8,7279,7211,68,Medium
St0032,2022,November,186,65,13,54,3,104160,52.8,2,10,1354080,4.6,5208,5153,55,Low
St0032,2022,December,150,52,17,38,6,117450,54.2,0,0,1879200,4.6,4050,3951,99,Low
St0032,2023,January,204,71,22,50,6,153000,71.0,1,5,1377000,4.0,6120,6037,83,Medium
St0032,2023,February,145,50,18,50,6,86130,86.7,4,16,1205820,3.6,3915,3884,31,High
St0032,2023,March,164,57,17,55,7,137268,56.7,4,16,1647216,3.9,4428,4379,49,Low
St0032,2023,April,193,67,14,35,3,93798,63.5,3,9,1406970,3.9,5211,5103,108,Medium
St0032,2023,May,200,70,16,44,6,106400,64.0,0,0,1596000,4.8,5600,5500,100,Medium
St0032,2023,June,137,47,20,43,7,69048,81.8,0,0,897624,4.7,3836,3720,116,High
St0032,2023,July,255,89,21,44,6,247860,72.7,3,3,2726460,4.1,6885,6733,152,Medium
St0032,2023,August,149,52,21,40,8,136782,73.9,0,0,2051730,4.2,4023,3934,89,Medium
St0032,2023,September,244,85,17,36,7,131760,59.3,4,16,1581120,3.8,7320,7255,65,Low
St0032,2023,October,295,103,19,36,7,292050,75.3,4,12,4672800,4.2,8850,8636,214,Medium
St0032,2023,November,263,92,21,47,7,221183,81.5,1,3,3096562,4.4,7627,7510,117,High
St0032,2023,December,202,70,16,52,5,180992,73.0,4,12,2533888,4.6,5656,5466,190,Medium
St0032,2024,January,182,63,20,43,8,196560,65.0,1,4,2358720,3.8,5460,5329,131,Medium
St0032,2024,February,240,84,12,54,3,226800,57.6,1,3,2268000,4.2,6480,6383,97,Low
St0032,2024,March,246,86,21,38,8,243540,78.4,0,0,3896640,4.6,7380,7277,103,Medium
St0032,2024,April,152,53,16,45,4,90896,70.5,2,2,1363440,3.7,3952,3825,127,Medium
St0032,2024,May,235,82,18,52,7,230300,70.5,0,0,2763600,4.3,6580,6512,68,Medium
St0032,2024,June,294,102,19,42,6,246960,67.8,3,12,2716560,3.9,7056,6783,273,Medium
St0032,2024,July,185,64,21,40,6,134125,75.6,3,12,1207125,3.6,4625,4441,184,Medium
St0032,2024,August,248,86,24,47,9,215760,90.9,2,8,2157600,4.5,7440,7332,108,High
St0032,2024,September,224,78,23,55,5,190400,77.2,1,2,2856000,4.7,5600,5448,152,Medium
St0032,2024,October,283,99,14,49,6,155933,64.6,3,3,1403397,4.0,8207,8078,129,Medium
St0032,2024,November,305,106,22,45,6,159210,77.6,4,8,2228940,3.9,8845,8649,196,Medium
St0032,2024,December,272,95,14,53,5,254592,69.8,4,20,3055104,4.2,7072,6980,92,Medium
St0032,2025,January,310,108,23,30,5,215760,79.0,4,16,3020640,3.6,7440,7315,125,Medium
St0032,2025,February,208,72,14,50,4,124384,61.7,1,2,1865760,4.4,5408,5348,60,Medium
St0032,2025,March,175,61,14,41,6,126875,58.3,4,8,1395625,4.3,4375,4310,65,Low
St0032,2025,April,178,62,22,53,6,160200,70.0,3,6,1441800,3.9,4450,4336,114,Medium
St0032,2025,May,336,117,15,50,3,244608,62.4,4,20,3179904,3.6,8736,8559,177,Medium
St0032,2025,June,310,108,23,42,5,201500,82.9,1,4,2015000,4.5,8060,7977,83,High
St0032,2025,July,198,69,22,43,8,166320,77.8,0,0,2328480,4.8,4752,4669,83,Medium
St0032,2025,August,182,63,19,55,4,117208,71.9,4,20,1054872,3.6,5096,4904,192,Medium
St0032,2025,September,276,96,25,51,9,288144,92.3,3,6,3745872,4.1,8004,7699,305,High
St0032,2025,October,388,135,18,34,5,232800,79.5,4,20,3026400,4.1,9700,9583,117,Medium
St0032,2025,November,244,85,16,34,6,215696,65.9,0,0,2372656,3.8,6344,6259,85,Medium
St0032,2025,December,351,122,25,50,8,217971,86.2,1,3,3051594,3.8,9477,9199,278,High
St0033,2021,January,117,40,14,34,5,88218,67.8,3,12,1323270,4.5,3042,2921,121,Medium
St0033,2021,February,192,67,18,31,7,168000,70.1,1,5,2184000,4.2,4800,4642,158,Medium
St0033,2021,March,108,37,19,51,7,81432,56.6,1,5,1302912,4.4,3132,3014,118,Low
St0033,2021,April,172,60,18,35,5,111800,70.0,0,0,1341600,4.7,4300,4148,152,Medium
St0033,2021,May,142,49,17,45,5,105648,63.8,2,4,1584720,3.9,3408,3377,31,Medium
St0033,2021,June,168,58,16,51,5,117600,59.3,3,9,1293600,3.7,4704,4566,138,Low
St0033,2021,July,125,43,13,37,5,98000,56.3,2,8,1078000,3.6,3500,3413,87,Low
St0033,2021,August,111,38,18,48,7,57942,73.3,4,8,927072,4.3,3219,3148,71,Medium
St0033,2021,September,174,60,22,46,8,164430,71.8,2,2,1644300,4.0,4698,4572,126,Medium
St0033,2021,October,159,55,24,50,6,133719,83.0,0,0,1738347,4.7,4611,4534,77,High
St0033,2021,November,183,64,15,51,5,109800,47.9,3,15,1647000,4.0,4392,4344,48,Low
St0033,2021,December,224,78,17,36,4,112896,76.1,4,12,1241856,3.6,6272,6028,244,Medium
St0033,2022,January,222,77,11,46,5,149184,51.0,1,3,1790208,4.7,5328,5258,70,Low
St0033,2022,February,157,54,21,36,6,109900,65.4,3,6,1538600,3.9,3925,3808,117,Medium
St0033,2022,March,141,49,13,48,3,84600,59.6,2,6,930600,4.5,3384,3365,19,Low
St0033,2022,April,161,56,11,33,2,78246,57.6,3,6,704214,4.5,4347,4245,102,Low
St0033,2022,May,156,54,12,40,5,81432,49.8,3,9,977184,4.5,4524,4498,26,Low
St0033,2022,June,147,51,16,53,6,88200,63.0,1,3,793800,4.6,4410,4371,39,Medium
St0033,2022,July,158,55,22,38,8,88480,80.3,4,4,1150240,4.2,4424,4302,122,High
St0033,2022,August,202,70,19,39,7,157560,76.7,2,2,2363400,4.4,5252,5151,101,Medium
St0033,2022,September,164,57,14,49,4,128576,70.8,1,2,1928640,3.8,4592,4565,27,Medium
St0033,2022,October,223,78,16,43,6,180630,59.1,1,1,2528820,4.4,6690,6583,107,Low
St0033,2022,November,126,44,20,51,8,88200,71.9,0,0,793800,4.7,3528,3461,67,Medium
St0033,2022,December,147,51,22,55,6,67032,80.8,1,3,1072512,4.8,3528,3437,91,High
St0033,2023,January,133,46,16,51,4,76076,72.3,4,8,912912,4.5,3458,3429,29,Medium
St0033,2023,February,232,81,18,36,6,169128,69.5,2,10,2029536,4.5,6264,6157,107,Medium
St0033,2023,March,286,100,17,34,6,267696,73.1,2,2,3212352,4.7,7436,7326,110,Medium
St0033,2023,April,183,64,15,33,3,92232,75.2,1,3,1291248,4.8,5124,4989,135,Medium
St0033,2023,May,177,61,19,30,7,167265,71.5,0,0,2341710,4.1,4779,4631,148,Medium
St0033,2023,June,215,75,14,42,6,180600,61.4,4,20,1986600,3.6,5160,5050,110,Medium
St0033,2023,July,160,56,18,49,7,142560,85.7,0,0,1710720,4.6,4320,4230,90,High
St0033,2023,August,237,82,13,42,4,226809,57.4,2,4,3628944,4.1,6873,6725,148,Low
St0033,2023,September,160,56,18,45,7,96000,77.9,3,12,1344000,4.2,4000,3900,100,Medium
St0033,2023,October,318,111,14,36,6,154548,52.2,3,3,2318220,4.1,8586,8401,185,Low
St0033,2023,November,308,107,14,46,3,314160,56.2,0,0,3455760,4.9,9240,8890,350,Low
St0033,2023,December,165,57,17,35,6,167475,71.4,4,20,2344650,3.5,4785,4758,27,Medium
St0033,2024,January,241,84,23,32,7,192800,92.8,2,2,2120800,4.4,6025,5784,241,High
St0033,2024,February,238,83,12,49,3,122094,59.5,4,16,1831410,4.2,6426,6378,48,Low
St0033,2024,March,158,55,21,36,8,102700,70.0,0,0,1437800,4.3,3950,3869,81,Medium
St0033,2024,April,261,91,18,44,5,176175,71.2,1,4,2290275,3.8,6525,6444,81,Medium
St0033,2024,May,234,81,18,55,4,170352,74.3,3,9,2384928,4.3,6084,5977,107,Medium
St0033,2024,June,229,80,18,46,5,111294,81.4,0,0,1780704,4.6,6183,6089,94,High
St0033,2024,July,193,67,23,39,8,115800,91.8,1,5,1273800,4.8,4632,4576,56,High
St0033,2024,August,265,92,20,40,5,230550,83.5,4,16,3458250,4.0,7685,7557,128,High
St0033,2024,September,295,103,17,40,7,258125,87.4,0,0,3097500,4.2,7375,7313,62,High
St0033,2024,October,265,92,18,42,7,237440,71.2,3,6,3086720,3.8,7420,7158,262,Medium
St0033,2024,November,216,75,23,48,6,146016,90.4,1,4,1460160,4.8,5616,5455,161,High
St0033,2024,December,365,127,14,50,3,275210,54.8,1,3,2752100,4.5,9490,9349,141,Low
St0033,2025,January,259,90,23,49,8,235690,96.8,3,6,2592590,4.4,6734,6518,216,High
St0033,2025,February,194,67,14,38,6,126100,66.7,4,8,1261000,3.8,4850,4695,155,Medium
St0033,2025,March,282,98,16,38,4,186120,67.5,1,5,1675080,4.7,8460,8149,311,Medium
St0033,2025,April,178,62,24,42,8,81168,94.5,0,0,1217520,4.8,4272,4127,145,High
St0033,2025,May,285,99,22,46,8,192660,84.3,4,20,2311920,4.5,7410,7174,236,High
St0033,2025,June,204,71,23,48,5,187272,78.2,2,2,1872720,4.6,5508,5451,57,Medium
St0033,2025,July,344,120,18,48,6,288960,60.4,4,16,3467520,4.4,9632,9578,54,Medium
St0033,2025,August,175,61,23,51,6,152250,89.3,1,1,1979250,3.8,5250,5103,147,High
St0033,2025,September,320,112,16,50,6,182400,60.6,1,5,1641600,3.8,9600,9373,227,Medium
St0033,2025,October,225,78,17,36,6,127575,78.4,4,20,1403325,4.5,6075,6010,65,Medium
St0033,2025,November,259,90,19,42,6,248640,85.8,1,4,3232320,4.4,7770,7578,192,High
St0033,2025,December,388,135,19,34,5,184300,93.3,3,15,2211600,4.4,9700,9371,329,High
St0034,2021,January,153,53,18,40,7,123930,64.2,2,8,1611090,4.6,4131,4067,64,Medium
St0034,2021,February,125,43,18,52,6,101250,83.6,0,0,1417500,4.6,3750,3686,64,High
St0034,2021,March,111,38,19,38,6,80808,77.8,2,4,1212120,3.8,3108,3040,68,Medium
St0034,2021,April,143,50,16,54,6,130130,75.7,0,0,1691690,3.8,3718,3667,51,Medium
St0034,2021,May,138,48,15,36,6,112608,47.8,2,8,1351296,4.5,3312,3291,21,Low
St0034,2021,June,134,46,13,36,3,87100,53.6,4,4,1306500,4.1,3350,3317,33,Low
St0034,2021,July,156,54,16,42,4,117936,60.7,4,12,1179360,3.7,4368,4342,26,Medium
St0034,2021,August,119,41,10,30,2,99603,51.0,0,0,1494045,4.6,3213,3167,46,Low
St0034,2021,September,147,51,14,49,5,83349,71.1,3,12,1250235,4.1,3969,3900,69,Medium
St0034,2021,October,188,65,18,42,4,164500,67.4,3,12,2303000,4.4,4700,4668,32,Medium
St0034,2021,November,143,50,20,41,6,136136,64.2,3,6,1497496,4.0,4004,3850,154,Medium
St0034,2021,December,153,53,21,42,6,110925,70.3,4,16,1442025,4.2,4437,4367,70,Medium
St0034,2022,January,174,60,16,49,4,89262,79.2,1,5,981882,3.7,4698,4654,44,Medium
St0034,2022,February,124,43,22,39,7,83700,76.3,1,2,1088100,4.1,3348,3294,54,Medium
St0034,2022,March,104,36,22,49,6,52000,72.5,2,10,780000,4.7,2600,2500,100,Medium
St0034,2022,April,179,62,18,36,5,140157,83.3,0,0,2242512,4.0,4833,4771,62,High
St0034,2022,May,156,54,16,45,4,70200,63.5,1,5,772200,4.4,3900,3878,22,Medium
St0034,2022,June,229,80,16,53,5,142896,48.1,4,20,2143440,3.6,5954,5804,150,Low
St0034,2022,July,205,71,22,33,7,106600,83.5,1,2,1172600,3.7,5330,5143,187,High
