station_id,city,date,vehicle_type,charging_start_time,charging_end_time,energy_consumed_kwh,cost_inr,payment_method
ST315,Bhopal,2025-10-15,Bus,20:06:00,22:54:00,51.2,512.0,Cash
ST316,Delhi,2025-10-15,Car,08:42:00,10:27:00,88.0,880.0,Card
ST317,Indore,2025-10-15,Car,15:34:00,17:45:00,25.8,258.0,UPI
ST318,Delhi,2025-10-15,Truck,16:19:00,17:45:00,99.5,995.0,UPI
ST319,Bhopal,2025-10-15,Car,07:56:00,09:04:00,65.8,658.0,Cash
ST320,Jaipur,2025-10-15,Truck,10:25:00,12:36:00,72.4,724.0,UPI
ST321,Kolkata,2025-10-15,Bike,09:04:00,09:54:00,93.6,936.0,Cash
ST322,Jaipur,2025-10-15,Car,17:24:00,20:08:00,45.1,451.0,Card
ST323,Bhopal,2025-10-15,Car,11:17:00,12:57:00,64.9,649.0,UPI
ST324,Kolkata,2025-10-15,Car,10:16:00,10:57:00,11.1,111.0,Cash
ST325,Ahmedabad,2025-10-15,Bus,18:34:00,19:13:00,19.0,190.0,Card
ST326,Bhopal,2025-10-15,Car,14:40:00,16:20:00,37.8,378.0,Card
ST327,Bhopal,2025-10-15,Bus,06:44:00,07:43:00,34.7,347.0,Card
ST328,Jaipur,2025-10-15,Bus,09:49:00,10:59:00,43.8,438.0,Cash
ST329,Indore,2025-10-15,Bike,06:20:00,07:38:00,65.3,653.0,Cash
ST330,Kolkata,2025-10-15,Bus,06:34:00,08:04:00,44.2,442.0,UPI
ST331,Pune,2025-10-15,Truck,08:14:00,10:00:00,78.1,781.0,UPI
ST332,Kolkata,2025-10-15,Bus,16:25:00,17:44:00,89.3,893.0,Cash
ST333,Jaipur,2025-10-15,Bike,10:42:00,13:28:00,30.3,303.0,UPI
ST334,Pune,2025-10-15,Bike,15:03:00,17:20:00,53.1,531.0,Card
ST335,Jaipur,2025-10-15,Bike,20:42:00,23:10:00,90.1,901.0,Cash
ST336,Indore,2025-10-15,Truck,17:53:00,20:50:00,76.9,769.0,UPI
ST337,Ahmedabad,2025-10-15,Car,15:32:00,17:30:00,27.1,271.0,UPI
ST338,Pune,2025-10-15,Truck,18:24:00,19:02:00,40.6,406.0,Card
ST339,Hyderabad,2025-10-15,Car,13:51:00,15:38:00,90.8,908.0,UPI
ST340,Mumbai,2025-10-15,Truck,13:39:00,14:15:00,23.3,233.0,Cash
ST341,Ahmedabad,2025-10-15,Car,13:15:00,15:07:00,8.0,80.0,Card
ST342,Delhi,2025-10-15,Bike,18:32:00,19:27:00,47.0,470.0,UPI
ST343,Bhopal,2025-10-15,Truck,10:24:00,11:34:00,78.4,784.0,UPI
ST344,Pune,2025-10-15,Truck,07:21:00,08:11:00,49.6,496.0,Cash
ST345,Jaipur,2025-10-15,Truck,09:53:00,10:53:00,33.7,337.0,Cash
ST346,Mumbai,2025-10-15,Bus,14:53:00,16:36:00,99.6,996.0,Card
ST347,Hyderabad,2025-10-15,Bike,13:24:00,15:24:00,13.9,139.0,Cash
ST348,Bhopal,2025-10-15,Bus,20:08:00,21:08:00,89.9,899.0,Card
ST349,Bhopal,2025-10-15,Truck,07:59:00,10:31:00,98.5,985.0,UPI
ST350,Kolkata,2025-10-15,Car,19:54:00,22:40:00,89.5,895.0,Card
ST351,Indore,2025-10-15,Car,10:09:00,12:02:00,61.3,613.0,Cash
ST352,Kolkata,2025-10-15,Bike,09:48:00,10:48:00,47.9,479.0,Card
ST353,Mumbai,2025-10-15,Bus,15:35:00,16:05:00,99.3,993.0,Card
ST354,Mumbai,2025-10-15,Truck,10:53:00,13:45:00,62.1,621.0,Cash
ST355,Indore,2025-10-15,Bus,12:22:00,15:05:00,60.1,601.0,Card
ST356,Pune,2025-10-15,Car,07:26:00,08:04:00,15.1,151.0,UPI
ST357,Ahmedabad,2025-10-15,Bike,18:51:00,19:34:00,40.0,400.0,UPI
ST358,Ahmedabad,2025-10-15,Truck,15:22:00,16:23:00,83.1,831.0,UPI
ST359,Kolkata,2025-10-15,Truck,06:39:00,07:22:00,69.6,696.0,Card
ST360,Delhi,2025-10-15,Truck,16:36:00,19:09:00,69.8,698.0,Card
ST361,Pune,2025-10-15,Truck,09:04:00,09:50:00,62.2,622.0,Cash
ST362,Jaipur,2025-10-15,Truck,08:53:00,10:09:00,68.3,683.0,Cash
ST363,Indore,2025-10-15,Truck,19:18:00,19:56:00,16.5,165.0,UPI
ST364,Jaipur,2025-10-15,Bus,17:29:00,18:15:00,40.4,404.0,Cash
ST365,Ahmedabad,2025-10-15,Bike,16:13:00,17:04:00,76.6,766.0,Cash
ST366,Hyderabad,2025-10-15,Bike,09:29:00,11:36:00,49.2,492.0,Card
ST367,Kolkata,2025-10-15,Truck,18:13:00,18:49:00,67.8,678.0,UPI
ST368,Ahmedabad,2025-10-15,Car,18:19:00,20:25:00,89.4,894.0,Cash
ST369,Delhi,2025-10-15,Car,19:20:00,21:08:00,81.8,818.0,Cash
ST370,Bhopal,2025-10-15,Truck,09:27:00,11:29:00,56.2,562.0,UPI
ST371,Bhopal,2025-10-15,Bus,11:53:00,14:11:00,64.5,645.0,UPI
ST372,Kolkata,2025-10-15,Bus,06:28:00,07:09:00,59.2,592.0,UPI
ST373,Chennai,2025-10-15,Car,18:51:00,20:24:00,86.3,863.0,UPI
ST374,Kolkata,2025-10-15,Bike,18:15:00,20:42:00,78.8,788.0,Cash
ST375,Chennai,2025-10-15,Truck,15:17:00,17:24:00,46.6,466.0,UPI
ST376,Jaipur,2025-10-15,Bus,10:34:00,11:50:00,51.0,510.0,Cash
ST377,Chennai,2025-10-15,Car,06:01:00,08:19:00,33.4,334.0,Cash
ST378,Ahmedabad,2025-10-15,Car,16:47:00,19:26:00,35.6,356.0,Cash
ST379,Bhopal,2025-10-15,Bike,07:04:00,09:56:00,4.0,40.0,UPI
ST380,Delhi,2025-10-15,Truck,19:01:00,21:26:00,89.4,894.0,Card
ST381,Indore,2025-10-15,Car,09:43:00,12:03:00,4.2,42.0,Card
ST382,Pune,2025-10-15,Car,09:23:00,10:51:00,41.6,416.0,UPI
ST383,Chennai,2025-10-15,Bike,07:11:00,08:47:00,44.2,442.0,UPI
ST384,Pune,2025-10-15,Bus,13:06:00,13:50:00,92.5,925.0,Cash
ST385,Hyderabad,2025-10-15,Car,15:10:00,17:42:00,38.6,386.0,Card
ST386,Mumbai,2025-10-15,Truck,06:20:00,08:19:00,33.8,338.0,UPI
ST387,Kolkata,2025-10-15,Truck,09:45:00,10:58:00,31.4,314.0,Cash
ST388,Mumbai,2025-10-15,Truck,16:14:00,17:54:00,69.0,690.0,UPI
ST389,Kolkata,2025-10-15,Bike,18:06:00,19:58:00,96.5,965.0,UPI
ST390,Jaipur,2025-10-15,Truck,09:55:00,12:11:00,64.2,642.0,UPI
ST391,Mumbai,2025-10-15,Truck,16:31:00,17:53:00,37.2,372.0,Cash
ST392,Mumbai,2025-10-15,Bike,14:06:00,15:21:00,27.7,277.0,Cash
ST393,Jaipur,2025-10-15,Car,08:13:00,09:00:00,89.6,896.0,Card
ST394,Pune,2025-10-15,Truck,14:31:00,15:57:00,74.4,744.0,Cash
ST395,Hyderabad,2025-10-15,Bus,18:14:00,20:21:00,27.2,272.0,Card
ST396,Kolkata,2025-10-15,Bus,06:58:00,09:58:00,77.1,771.0,Card
ST397,Delhi,2025-10-15,Truck,12:30:00,13:18:00,21.9,219.0,Card
ST398,Indore,2025-10-15,Bus,07:56:00,10:41:00,12.1,121.0,Card
ST399,Delhi,2025-10-15,Bike,16:39:00,18:21:00,52.4,524.0,Cash
ST400,Indore,2025-10-15,Truck,11:01:00,11:50:00,48.1,481.0,Cash
ST401,Ahmedabad,2025-10-15,Bike,16:24:00,18:54:00,98.5,985.0,UPI
ST402,Jaipur,2025-10-15,Truck,13:32:00,14:47:00,10.3,103.0,Card
ST403,Chennai,2025-10-15,Bus,11:08:00,13:50:00,50.3,503.0,UPI
ST404,Delhi,2025-10-15,Car,17:47:00,20:23:00,69.3,693.0,UPI
ST405,Kolkata,2025-10-15,Bus,16:59:00,19:38:00,82.1,821.0,Card
ST406,Indore,2025-10-15,Bike,14:51:00,16:00:00,23.9,239.0,UPI
ST407,Pune,2025-10-15,Car,18:23:00,20:10:00,61.5,615.0,Cash
ST408,Mumbai,2025-10-15,Truck,08:40:00,10:32:00,27.1,271.0,Card
ST409,Jaipur,2025-10-15,Truck,20:54:00,22:52:00,76.3,763.0,Cash
ST410,Chennai,2025-10-15,Car,14:14:00,15:49:00,27.4,274.0,UPI
ST411,Pune,2025-10-15,Bike,14:10:00,15:28:00,19.2,192.0,Cash
ST412,Pune,2025-10-15,Truck,06:38:00,09:30:00,62.4,624.0,Card
ST413,Chennai,2025-10-15,Bus,19:39:00,20:22:00,11.0,110.0,UPI
ST414,Chennai,2025-10-15,Bike,09:04:00,11:46:00,14.4,144.0,Card
ST415,Jaipur,2025-10-15,Bike,08:37:00,09:47:00,30.0,300.0,Card
ST416,Jaipur,2025-10-15,Truck,14:24:00,15:45:00,22.1,221.0,Card
ST417,Kolkata,2025-10-15,Truck,19:37:00,20:30:00,81.7,817.0,Cash
ST418,Indore,2025-10-15,Car,08:41:00,09:39:00,7.8,78.0,Card
ST419,Hyderabad,2025-10-15,Bike,15:26:00,16:10:00,16.7,167.0,Cash
ST420,Delhi,2025-10-15,Car,08:26:00,08:59:00,32.5,325.0,UPI
ST421,Delhi,2025-10-15,Car,17:51:00,20:50:00,73.2,732.0,Cash
ST422,Chennai,2025-10-15,Bike,17:29:00,19:32:00,49.6,496.0,Cash
ST423,Ahmedabad,2025-10-15,Truck,12:56:00,14:38:00,65.8,658.0,UPI
ST424,Ahmedabad,2025-10-15,Truck,17:19:00,18:05:00,8.7,87.0,Card
ST425,Jaipur,2025-10-15,Truck,06:58:00,07:57:00,88.7,887.0,Card
ST426,Ahmedabad,2025-10-15,Bike,06:18:00,08:50:00,84.2,842.0,Card
ST427,Chennai,2025-10-15,Car,13:21:00,14:52:00,28.5,285.0,Cash
ST428,Delhi,2025-10-15,Truck,06:20:00,07:30:00,99.3,993.0,Card
ST429,Mumbai,2025-10-15,Bus,07:34:00,08:21:00,90.3,903.0,UPI
ST430,Kolkata,2025-10-15,Bike,06:11:00,08:12:00,76.0,760.0,Card
ST431,Ahmedabad,2025-10-15,Bus,09:44:00,12:44:00,87.2,872.0,Cash
ST432,Mumbai,2025-10-15,Truck,06:55:00,07:44:00,13.2,132.0,Card
ST433,Jaipur,2025-10-15,Truck,06:56:00,08:44:00,69.4,694.0,UPI
ST434,Hyderabad,2025-10-15,Truck,19:49:00,22:01:00,77.4,774.0,Card
ST435,Mumbai,2025-10-15,Bus,09:09:00,10:34:00,38.4,384.0,Card
ST436,Hyderabad,2025-10-15,Truck,10:09:00,12:56:00,82.1,821.0,UPI
ST437,Chennai,2025-10-15,Truck,18:27:00,19:09:00,98.2,982.0,Card
ST438,Indore,2025-10-15,Truck,09:25:00,12:08:00,73.7,737.0,Card
ST439,Pune,2025-10-15,Bike,10:26:00,13:02:00,79.0,790.0,Card
ST440,Delhi,2025-10-15,Bike,18:24:00,20:09:00,41.8,418.0,UPI
ST441,Chennai,2025-10-15,Truck,17:23:00,19:35:00,99.9,999.0,Cash
ST442,Ahmedabad,2025-10-15,Truck,13:33:00,14:16:00,69.1,691.0,Card
ST443,Kolkata,2025-10-15,Bus,14:33:00,16:14:00,99.8,998.0,UPI
ST444,Pune,2025-10-15,Bike,14:35:00,16:28:00,37.3,373.0,Cash
ST445,Delhi,2025-10-15,Bus,19:14:00,20:16:00,97.5,975.0,Cash
ST446,Bhopal,2025-10-15,Bus,15:55:00,18:33:00,54.7,547.0,Cash
ST447,Chennai,2025-10-15,Bus,17:06:00,18:32:00,83.2,832.0,Card
ST448,Pune,2025-10-15,Bike,17:43:00,19:25:00,65.7,657.0,UPI
ST449,Delhi,2025-10-15,Bus,07:25:00,09:55:00,10.6,106.0,Cash
ST450,Mumbai,2025-10-15,Bike,08:14:00,10:31:00,79.6,796.0,UPI
ST451,Delhi,2025-10-15,Bus,17:20:00,19:35:00,86.9,869.0,Card
ST452,Delhi,2025-10-15,Bike,13:36:00,16:00:00,18.4,184.0,UPI
ST453,Hyderabad,2025-10-15,Bus,17:47:00,19:06:00,76.9,769.0,Cash
ST454,Pune,2025-10-15,Bike,06:24:00,07:09:00,69.4,694.0,Cash
ST455,Kolkata,2025-10-15,Bus,06:08:00,06:53:00,23.0,230.0,Card
ST456,Chennai,2025-10-15,Bike,14:50:00,16:14:00,73.4,734.0,Cash
ST457,Bhopal,2025-10-15,Bike,19:50:00,21:09:00,72.8,728.0,Cash
ST458,Ahmedabad,2025-10-15,Truck,11:21:00,13:36:00,17.9,179.0,UPI
ST459,Ahmedabad,2025-10-15,Bike,19:31:00,21:42:00,75.9,759.0,Card
ST460,Delhi,2025-10-15,Bike,10:42:00,11:38:00,60.0,600.0,UPI
ST461,Jaipur,2025-10-15,Bike,06:24:00,07:20:00,27.9,279.0,Cash
ST462,Delhi,2025-10-15,Car,13:30:00,15:13:00,65.9,659.0,Card
ST463,Ahmedabad,2025-10-15,Bus,19:13:00,19:59:00,40.4,404.0,UPI
ST464,Indore,2025-10-15,Truck,06:52:00,09:30:00,4.6,46.0,UPI
ST465,Kolkata,2025-10-15,Truck,17:23:00,19:32:00,18.9,189.0,Card
ST466,Bhopal,2025-10-15,Bike,10:31:00,12:40:00,4.9,49.0,Cash
ST467,Delhi,2025-10-15,Car,08:42:00,09:38:00,46.5,465.0,Cash
ST468,Bhopal,2025-10-15,Bus,07:33:00,10:01:00,43.8,438.0,UPI
ST469,Mumbai,2025-10-15,Bike,07:12:00,08:45:00,61.6,616.0,UPI
ST470,Indore,2025-10-15,Bike,19:17:00,21:37:00,67.1,671.0,Card
ST471,Pune,2025-10-15,Bus,06:31:00,09:08:00,23.2,232.0,Card
ST472,Hyderabad,2025-10-15,Bike,12:16:00,14:52:00,24.0,240.0,Card
ST473,Kolkata,2025-10-15,Truck,08:37:00,10:42:00,67.9,679.0,UPI
ST474,Hyderabad,2025-10-15,Truck,11:30:00,13:24:00,76.2,762.0,Card
ST475,Delhi,2025-10-15,Car,11:36:00,13:07:00,83.6,836.0,Card
ST476,Pune,2025-10-15,Bike,07:00:00,09:37:00,68.5,685.0,Cash
ST477,Kolkata,2025-10-15,Car,17:04:00,17:38:00,25.0,250.0,UPI
ST478,Ahmedabad,2025-10-15,Bike,14:19:00,15:20:00,35.0,350.0,Cash
ST479,Chennai,2025-10-15,Truck,11:21:00,13:13:00,33.1,331.0,UPI
ST480,Delhi,2025-10-15,Car,15:49:00,18:24:00,29.7,297.0,Card
ST481,Pune,2025-10-15,Car,07:50:00,10:32:00,64.8,648.0,Card
ST482,Chennai,2025-10-15,Bus,07:21:00,10:19:00,13.2,132.0,UPI
ST483,Bhopal,2025-10-15,Bike,07:06:00,10:05:00,77.1,771.0,Cash
ST484,Chennai,2025-10-15,Bus,16:24:00,17:48:00,94.4,944.0,Card
ST485,Hyderabad,2025-10-15,Car,13:17:00,14:47:00,48.8,488.0,UPI
ST486,Mumbai,2025-10-15,Bike,12:24:00,14:08:00,82.6,826.0,Cash
ST487,Mumbai,2025-10-15,Car,13:45:00,15:58:00,11.8,118.0,Card
ST488,Ahmedabad,2025-10-15,Bus,16:21:00,17:21:00,74.2,742.0,UPI
ST489,Ahmedabad,2025-10-15,Bus,10:33:00,11:28:00,21.2,212.0,Cash
ST490,Pune,2025-10-15,Bike,14:33:00,16:05:00,83.4,834.0,Card
ST491,Pune,2025-10-15,Truck,10:58:00,12:41:00,51.2,512.0,Cash
ST492,Chennai,2025-10-15,Car,07:59:00,10:49:00,20.0,200.0,UPI
ST493,Pune,2025-10-15,Truck,12:46:00,13:43:00,11.9,119.0,Card
ST494,Jaipur,2025-10-15,Car,17:18:00,18:52:00,18.4,184.0,UPI
ST495,Delhi,2025-10-15,Bike,14:24:00,15:42:00,30.9,309.0,UPI
ST496,Indore,2025-10-15,Bus,16:39:00,19:15:00,44.2,442.0,Cash
ST497,Ahmedabad,2025-10-15,Car,10:21:00,13:18:00,18.2,182.0,Card
ST498,Delhi,2025-10-15,Truck,16:55:00,18:21:00,30.8,308.0,Cash
ST499,Bhopal,2025-10-15,Truck,12:59:00,14:15:00,20.0,200.0,Card
ST500,Bhopal,2025-10-15,Bike,11:34:00,13:42:00,13.9,139.0,UPI
