Year,State,City,Population,Month,Month_No,2W,3W,4W,Bus,Goods,Total_EV,Public_AC,Public_DC,Private,Highway_Fast,Total_Charging_Stations,Station_Utilization,Avg_Daily_Sessions,Station_ID,Station_Name,Latitude,Longitude,Station_Type,Operator,Charger_Type,Total_Chargers,AC_Chargers,DC_Chargers,Fast_Chargers,Installation_Year,Parking_Capacity,Nearby_Highway,Nearby_Mall,Nearby_Hospital,Nearby_EV_Population,Status,Fast_Charger_Ratio,DC_Ratio,Station_Age,Utilization_Level,Avg_Daily_Users,Peak_Hour_Users,Avg_Wait_Time_Min,Avg_Charging_Time_Min,Queue_Length,Energy_Delivered_kWh,Usage_Utilization,Fault_Count,Downtime_Hours,Revenue_INR,Customer_Rating,Sessions,Completed_Sessions,Cancelled_Sessions,Demand_Level
2023,Gujarat,Surat,4642744,February,2.0,1599.0,299.0,224.0,19.0,89.0,2230.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0070,Surat Ev Hub 4,32.2842,83.1327,Highway,Statiq,Mixed,7.0,2.0,4.0,1.0,2023.0,19.0,Yes,No,Yes,7331.0,Active,0.1428571428571428,0.5714285714285714,2.0,Medium,105.0,36.0,20.0,36.0,7.0,102900.0,60.3,0.0,0.0,1440600.0,4.7,2940.0,2906.0,34.0,Medium
2023,Gujarat,Surat,4642744,February,2.0,1599.0,299.0,224.0,19.0,89.0,2230.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0071,Surat Ev Hub 5,32.0102,72.6504,Public,Chargezone,Dc,15.0,5.0,3.0,7.0,2022.0,55.0,No,No,Yes,10187.0,Active,0.4666666666666667,0.2,3.0,Medium,187.0,65.0,15.0,50.0,3.0,95931.0,63.7,2.0,2.0,1151172.0,3.8,5049.0,4952.0,97.0,Medium
2023,Gujarat,Surat,4642744,March,3.0,1392.0,261.0,195.0,17.0,78.0,1943.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0067,Surat Ev Hub 1,18.7024,81.4195,Public,Statiq,Dc,22.0,6.0,7.0,9.0,2022.0,19.0,Yes,No,No,1562.0,Active,0.4090909090909091,0.3181818181818182,3.0,Low,376.0,131.0,19.0,41.0,6.0,182736.0,90.4,3.0,15.0,2923776.0,4.4,10152.0,10003.0,149.0,High
2023,Gujarat,Surat,4642744,March,3.0,1392.0,261.0,195.0,17.0,78.0,1943.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0068,Surat Ev Hub 2,10.5469,85.9477,Highway,Statiq,Mixed,6.0,2.0,2.0,2.0,2022.0,27.0,No,No,No,5730.0,Active,0.3333333333333333,0.3333333333333333,3.0,Medium,102.0,35.0,16.0,46.0,7.0,53244.0,72.7,4.0,4.0,532440.0,3.7,2958.0,2885.0,73.0,Medium
2023,Gujarat,Surat,4642744,March,3.0,1392.0,261.0,195.0,17.0,78.0,1943.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0069,Surat Ev Hub 3,11.7072,77.046,Highway,Tata Power,Mixed,7.0,3.0,3.0,1.0,2021.0,30.0,Yes,No,No,3665.0,Active,0.1428571428571428,0.4285714285714285,4.0,Low,56.0,19.0,17.0,55.0,6.0,38976.0,64.8,1.0,5.0,350784.0,4.6,1624.0,1591.0,33.0,Medium
2023,Gujarat,Surat,4642744,March,3.0,1392.0,261.0,195.0,17.0,78.0,1943.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0070,Surat Ev Hub 4,32.2842,83.1327,Highway,Statiq,Mixed,7.0,2.0,4.0,1.0,2023.0,19.0,Yes,No,Yes,7331.0,Active,0.1428571428571428,0.5714285714285714,2.0,Medium,85.0,29.0,17.0,54.0,4.0,42500.0,58.1,2.0,2.0,552500.0,4.1,2125.0,2080.0,45.0,Low
2023,Gujarat,Surat,4642744,March,3.0,1392.0,261.0,195.0,17.0,78.0,1943.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0071,Surat Ev Hub 5,32.0102,72.6504,Public,Chargezone,Dc,15.0,5.0,3.0,7.0,2022.0,55.0,No,No,Yes,10187.0,Active,0.4666666666666667,0.2,3.0,Medium,169.0,59.0,15.0,54.0,5.0,79092.0,63.8,4.0,8.0,711828.0,3.5,4394.0,4351.0,43.0,Medium
2023,Gujarat,Surat,4642744,April,4.0,1837.0,344.0,258.0,22.0,103.0,2564.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0067,Surat Ev Hub 1,18.7024,81.4195,Public,Statiq,Dc,22.0,6.0,7.0,9.0,2022.0,19.0,Yes,No,No,1562.0,Active,0.4090909090909091,0.3181818181818182,3.0,Low,298.0,104.0,22.0,35.0,6.0,258664.0,75.9,0.0,0.0,3879960.0,4.4,8344.0,8268.0,76.0,Medium
2023,Gujarat,Surat,4642744,April,4.0,1837.0,344.0,258.0,22.0,103.0,2564.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0068,Surat Ev Hub 2,10.5469,85.9477,Highway,Statiq,Mixed,6.0,2.0,2.0,2.0,2022.0,27.0,No,No,No,5730.0,Active,0.3333333333333333,0.3333333333333333,3.0,Medium,99.0,34.0,24.0,42.0,8.0,69300.0,83.8,2.0,8.0,623700.0,4.5,2475.0,2433.0,42.0,High
2023,Gujarat,Surat,4642744,April,4.0,1837.0,344.0,258.0,22.0,103.0,2564.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0069,Surat Ev Hub 3,11.7072,77.046,Highway,Tata Power,Mixed,7.0,3.0,3.0,1.0,2021.0,30.0,Yes,No,No,3665.0,Active,0.1428571428571428,0.4285714285714285,4.0,Low,68.0,23.0,11.0,44.0,4.0,67320.0,51.7,0.0,0.0,740520.0,3.9,2040.0,1971.0,69.0,Low
2023,Gujarat,Surat,4642744,April,4.0,1837.0,344.0,258.0,22.0,103.0,2564.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0070,Surat Ev Hub 4,32.2842,83.1327,Highway,Statiq,Mixed,7.0,2.0,4.0,1.0,2023.0,19.0,Yes,No,Yes,7331.0,Active,0.1428571428571428,0.5714285714285714,2.0,Medium,57.0,19.0,22.0,53.0,5.0,39672.0,70.0,0.0,0.0,357048.0,4.4,1653.0,1631.0,22.0,Medium
2023,Gujarat,Surat,4642744,April,4.0,1837.0,344.0,258.0,22.0,103.0,2564.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0071,Surat Ev Hub 5,32.0102,72.6504,Public,Chargezone,Dc,15.0,5.0,3.0,7.0,2022.0,55.0,No,No,Yes,10187.0,Active,0.4666666666666667,0.2,3.0,Medium,130.0,45.0,18.0,37.0,6.0,98020.0,81.3,2.0,2.0,1568320.0,4.2,3770.0,3703.0,67.0,High
2023,Gujarat,Surat,4642744,May,5.0,1317.0,247.0,185.0,16.0,74.0,1839.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0067,Surat Ev Hub 1,18.7024,81.4195,Public,Statiq,Dc,22.0,6.0,7.0,9.0,2022.0,19.0,Yes,No,No,1562.0,Active,0.4090909090909091,0.3181818181818182,3.0,Low,182.0,63.0,17.0,30.0,5.0,154700.0,70.3,0.0,0.0,1547000.0,4.0,4550.0,4497.0,53.0,Medium
2023,Gujarat,Surat,4642744,May,5.0,1317.0,247.0,185.0,16.0,74.0,1839.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0068,Surat Ev Hub 2,10.5469,85.9477,Highway,Statiq,Mixed,6.0,2.0,2.0,2.0,2022.0,27.0,No,No,No,5730.0,Active,0.3333333333333333,0.3333333333333333,3.0,Medium,64.0,22.0,16.0,54.0,4.0,42688.0,71.3,1.0,4.0,640320.0,4.5,1856.0,1827.0,29.0,Medium
2023,Gujarat,Surat,4642744,May,5.0,1317.0,247.0,185.0,16.0,74.0,1839.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0069,Surat Ev Hub 3,11.7072,77.046,Highway,Tata Power,Mixed,7.0,3.0,3.0,1.0,2021.0,30.0,Yes,No,No,3665.0,Active,0.1428571428571428,0.4285714285714285,4.0,Low,81.0,28.0,24.0,36.0,9.0,54675.0,86.1,0.0,0.0,601425.0,4.8,2187.0,2118.0,69.0,High
2023,Gujarat,Surat,4642744,May,5.0,1317.0,247.0,185.0,16.0,74.0,1839.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0070,Surat Ev Hub 4,32.2842,83.1327,Highway,Statiq,Mixed,7.0,2.0,4.0,1.0,2023.0,19.0,Yes,No,Yes,7331.0,Active,0.1428571428571428,0.5714285714285714,2.0,Medium,115.0,40.0,12.0,36.0,4.0,110055.0,53.4,2.0,4.0,1320660.0,4.0,3335.0,3292.0,43.0,Low
2023,Gujarat,Surat,4642744,May,5.0,1317.0,247.0,185.0,16.0,74.0,1839.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0071,Surat Ev Hub 5,32.0102,72.6504,Public,Chargezone,Dc,15.0,5.0,3.0,7.0,2022.0,55.0,No,No,Yes,10187.0,Active,0.4666666666666667,0.2,3.0,Medium,113.0,39.0,16.0,47.0,4.0,70173.0,73.5,4.0,4.0,912249.0,4.6,3051.0,2948.0,103.0,Medium
2023,Gujarat,Surat,4642744,June,6.0,1764.0,330.0,248.0,22.0,99.0,2463.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0067,Surat Ev Hub 1,18.7024,81.4195,Public,Statiq,Dc,22.0,6.0,7.0,9.0,2022.0,19.0,Yes,No,No,1562.0,Active,0.4090909090909091,0.3181818181818182,3.0,Low,295.0,103.0,15.0,52.0,4.0,140125.0,51.0,1.0,2.0,2242000.0,4.5,7375.0,7143.0,232.0,Low
2023,Gujarat,Surat,4642744,June,6.0,1764.0,330.0,248.0,22.0,99.0,2463.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0068,Surat Ev Hub 2,10.5469,85.9477,Highway,Statiq,Mixed,6.0,2.0,2.0,2.0,2022.0,27.0,No,No,No,5730.0,Active,0.3333333333333333,0.3333333333333333,3.0,Medium,81.0,28.0,14.0,54.0,6.0,46656.0,56.0,0.0,0.0,559872.0,4.3,1944.0,1869.0,75.0,Low
2023,Gujarat,Surat,4642744,June,6.0,1764.0,330.0,248.0,22.0,99.0,2463.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0069,Surat Ev Hub 3,11.7072,77.046,Highway,Tata Power,Mixed,7.0,3.0,3.0,1.0,2021.0,30.0,Yes,No,No,3665.0,Active,0.1428571428571428,0.4285714285714285,4.0,Low,61.0,21.0,16.0,32.0,7.0,51240.0,70.2,3.0,3.0,461160.0,3.7,1464.0,1411.0,53.0,Medium
2023,Gujarat,Surat,4642744,June,6.0,1764.0,330.0,248.0,22.0,99.0,2463.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0070,Surat Ev Hub 4,32.2842,83.1327,Highway,Statiq,Mixed,7.0,2.0,4.0,1.0,2023.0,19.0,Yes,No,Yes,7331.0,Active,0.1428571428571428,0.5714285714285714,2.0,Medium,105.0,36.0,14.0,49.0,4.0,70980.0,55.0,4.0,20.0,922740.0,4.0,2730.0,2709.0,21.0,Low
2023,Gujarat,Surat,4642744,June,6.0,1764.0,330.0,248.0,22.0,99.0,2463.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0071,Surat Ev Hub 5,32.0102,72.6504,Public,Chargezone,Dc,15.0,5.0,3.0,7.0,2022.0,55.0,No,No,Yes,10187.0,Active,0.4666666666666667,0.2,3.0,Medium,253.0,88.0,20.0,55.0,8.0,205436.0,76.1,1.0,4.0,3286976.0,4.5,7084.0,6995.0,89.0,Medium
2023,Gujarat,Surat,4642744,July,7.0,1820.0,341.0,255.0,22.0,102.0,2540.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0067,Surat Ev Hub 1,18.7024,81.4195,Public,Statiq,Dc,22.0,6.0,7.0,9.0,2022.0,19.0,Yes,No,No,1562.0,Active,0.4090909090909091,0.3181818181818182,3.0,Low,197.0,68.0,18.0,39.0,6.0,133172.0,75.1,3.0,12.0,1864408.0,3.7,5122.0,4985.0,137.0,Medium
2023,Gujarat,Surat,4642744,July,7.0,1820.0,341.0,255.0,22.0,102.0,2540.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0068,Surat Ev Hub 2,10.5469,85.9477,Highway,Statiq,Mixed,6.0,2.0,2.0,2.0,2022.0,27.0,No,No,No,5730.0,Active,0.3333333333333333,0.3333333333333333,3.0,Medium,71.0,24.0,18.0,53.0,4.0,48990.0,59.0,3.0,3.0,587880.0,4.5,2130.0,2087.0,43.0,Low
2023,Gujarat,Surat,4642744,July,7.0,1820.0,341.0,255.0,22.0,102.0,2540.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0069,Surat Ev Hub 3,11.7072,77.046,Highway,Tata Power,Mixed,7.0,3.0,3.0,1.0,2021.0,30.0,Yes,No,No,3665.0,Active,0.1428571428571428,0.4285714285714285,4.0,Low,108.0,37.0,18.0,54.0,6.0,78732.0,52.4,4.0,20.0,708588.0,4.1,2916.0,2834.0,82.0,Low
2023,Gujarat,Surat,4642744,July,7.0,1820.0,341.0,255.0,22.0,102.0,2540.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0070,Surat Ev Hub 4,32.2842,83.1327,Highway,Statiq,Mixed,7.0,2.0,4.0,1.0,2023.0,19.0,Yes,No,Yes,7331.0,Active,0.1428571428571428,0.5714285714285714,2.0,Medium,71.0,24.0,16.0,44.0,5.0,55664.0,51.7,0.0,0.0,779296.0,4.3,1988.0,1938.0,50.0,Low
2023,Gujarat,Surat,4642744,July,7.0,1820.0,341.0,255.0,22.0,102.0,2540.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0071,Surat Ev Hub 5,32.0102,72.6504,Public,Chargezone,Dc,15.0,5.0,3.0,7.0,2022.0,55.0,No,No,Yes,10187.0,Active,0.4666666666666667,0.2,3.0,Medium,119.0,41.0,21.0,35.0,5.0,112455.0,89.6,4.0,16.0,1686825.0,4.5,3213.0,3126.0,87.0,High
2023,Gujarat,Surat,4642744,August,8.0,1862.0,349.0,261.0,23.0,104.0,2599.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0067,Surat Ev Hub 1,18.7024,81.4195,Public,Statiq,Dc,22.0,6.0,7.0,9.0,2022.0,19.0,Yes,No,No,1562.0,Active,0.4090909090909091,0.3181818181818182,3.0,Low,199.0,69.0,15.0,37.0,3.0,201985.0,60.5,3.0,12.0,3231760.0,3.7,5771.0,5632.0,139.0,Medium
2023,Gujarat,Surat,4642744,August,8.0,1862.0,349.0,261.0,23.0,104.0,2599.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0068,Surat Ev Hub 2,10.5469,85.9477,Highway,Statiq,Mixed,6.0,2.0,2.0,2.0,2022.0,27.0,No,No,No,5730.0,Active,0.3333333333333333,0.3333333333333333,3.0,Medium,47.0,16.0,14.0,33.0,5.0,38164.0,60.9,0.0,0.0,343476.0,4.1,1316.0,1282.0,34.0,Medium
2023,Gujarat,Surat,4642744,August,8.0,1862.0,349.0,261.0,23.0,104.0,2599.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0069,Surat Ev Hub 3,11.7072,77.046,Highway,Tata Power,Mixed,7.0,3.0,3.0,1.0,2021.0,30.0,Yes,No,No,3665.0,Active,0.1428571428571428,0.4285714285714285,4.0,Low,119.0,41.0,17.0,35.0,6.0,68068.0,77.9,4.0,4.0,612612.0,3.9,3094.0,3023.0,71.0,Medium
2023,Gujarat,Surat,4642744,August,8.0,1862.0,349.0,261.0,23.0,104.0,2599.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0070,Surat Ev Hub 4,32.2842,83.1327,Highway,Statiq,Mixed,7.0,2.0,4.0,1.0,2023.0,19.0,Yes,No,Yes,7331.0,Active,0.1428571428571428,0.5714285714285714,2.0,Medium,95.0,33.0,14.0,31.0,4.0,74100.0,63.0,1.0,2.0,1185600.0,4.6,2850.0,2792.0,58.0,Medium
2023,Gujarat,Surat,4642744,August,8.0,1862.0,349.0,261.0,23.0,104.0,2599.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0071,Surat Ev Hub 5,32.0102,72.6504,Public,Chargezone,Dc,15.0,5.0,3.0,7.0,2022.0,55.0,No,No,Yes,10187.0,Active,0.4666666666666667,0.2,3.0,Medium,170.0,59.0,18.0,35.0,4.0,88740.0,85.4,0.0,0.0,1064880.0,4.2,4930.0,4900.0,30.0,High
2023,Gujarat,Surat,4642744,September,9.0,1784.0,334.0,250.0,22.0,100.0,2490.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0067,Surat Ev Hub 1,18.7024,81.4195,Public,Statiq,Dc,22.0,6.0,7.0,9.0,2022.0,19.0,Yes,No,No,1562.0,Active,0.4090909090909091,0.3181818181818182,3.0,Low,299.0,104.0,14.0,48.0,3.0,167440.0,60.4,3.0,6.0,2009280.0,4.5,8372.0,8138.0,234.0,Medium
2023,Gujarat,Surat,4642744,September,9.0,1784.0,334.0,250.0,22.0,100.0,2490.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0068,Surat Ev Hub 2,10.5469,85.9477,Highway,Statiq,Mixed,6.0,2.0,2.0,2.0,2022.0,27.0,No,No,No,5730.0,Active,0.3333333333333333,0.3333333333333333,3.0,Medium,102.0,35.0,17.0,53.0,6.0,100980.0,51.1,1.0,4.0,908820.0,4.2,3060.0,3019.0,41.0,Low
2023,Gujarat,Surat,4642744,September,9.0,1784.0,334.0,250.0,22.0,100.0,2490.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0069,Surat Ev Hub 3,11.7072,77.046,Highway,Tata Power,Mixed,7.0,3.0,3.0,1.0,2021.0,30.0,Yes,No,No,3665.0,Active,0.1428571428571428,0.4285714285714285,4.0,Low,112.0,39.0,19.0,41.0,6.0,53760.0,81.6,2.0,6.0,698880.0,4.4,2688.0,2623.0,65.0,High
2023,Gujarat,Surat,4642744,September,9.0,1784.0,334.0,250.0,22.0,100.0,2490.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0070,Surat Ev Hub 4,32.2842,83.1327,Highway,Statiq,Mixed,7.0,2.0,4.0,1.0,2023.0,19.0,Yes,No,Yes,7331.0,Active,0.1428571428571428,0.5714285714285714,2.0,Medium,80.0,28.0,21.0,46.0,8.0,43200.0,65.0,0.0,0.0,561600.0,4.3,2400.0,2372.0,28.0,Medium
2023,Gujarat,Surat,4642744,September,9.0,1784.0,334.0,250.0,22.0,100.0,2490.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0071,Surat Ev Hub 5,32.0102,72.6504,Public,Chargezone,Dc,15.0,5.0,3.0,7.0,2022.0,55.0,No,No,Yes,10187.0,Active,0.4666666666666667,0.2,3.0,Medium,220.0,77.0,22.0,32.0,5.0,158400.0,81.4,2.0,8.0,2534400.0,4.7,5280.0,5206.0,74.0,High
2023,Gujarat,Surat,4642744,October,10.0,1991.0,373.0,280.0,24.0,112.0,2780.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0067,Surat Ev Hub 1,18.7024,81.4195,Public,Statiq,Dc,22.0,6.0,7.0,9.0,2022.0,19.0,Yes,No,No,1562.0,Active,0.4090909090909091,0.3181818181818182,3.0,Low,267.0,93.0,16.0,52.0,7.0,232290.0,79.9,1.0,2.0,2322900.0,4.4,7743.0,7699.0,44.0,Medium
2023,Gujarat,Surat,4642744,October,10.0,1991.0,373.0,280.0,24.0,112.0,2780.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0068,Surat Ev Hub 2,10.5469,85.9477,Highway,Statiq,Mixed,6.0,2.0,2.0,2.0,2022.0,27.0,No,No,No,5730.0,Active,0.3333333333333333,0.3333333333333333,3.0,Medium,75.0,26.0,11.0,40.0,4.0,65250.0,54.4,0.0,0.0,913500.0,4.2,2175.0,2156.0,19.0,Low
2023,Gujarat,Surat,4642744,October,10.0,1991.0,373.0,280.0,24.0,112.0,2780.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0069,Surat Ev Hub 3,11.7072,77.046,Highway,Tata Power,Mixed,7.0,3.0,3.0,1.0,2021.0,30.0,Yes,No,No,3665.0,Active,0.1428571428571428,0.4285714285714285,4.0,Low,60.0,21.0,18.0,36.0,6.0,37800.0,80.0,4.0,12.0,529200.0,3.8,1800.0,1741.0,59.0,Medium
2023,Gujarat,Surat,4642744,October,10.0,1991.0,373.0,280.0,24.0,112.0,2780.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0070,Surat Ev Hub 4,32.2842,83.1327,Highway,Statiq,Mixed,7.0,2.0,4.0,1.0,2023.0,19.0,Yes,No,Yes,7331.0,Active,0.1428571428571428,0.5714285714285714,2.0,Medium,72.0,25.0,21.0,39.0,5.0,64152.0,88.5,0.0,0.0,962280.0,4.7,1944.0,1925.0,19.0,High
2023,Gujarat,Surat,4642744,October,10.0,1991.0,373.0,280.0,24.0,112.0,2780.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0071,Surat Ev Hub 5,32.0102,72.6504,Public,Chargezone,Dc,15.0,5.0,3.0,7.0,2022.0,55.0,No,No,Yes,10187.0,Active,0.4666666666666667,0.2,3.0,Medium,233.0,81.0,21.0,30.0,6.0,195953.0,89.6,3.0,12.0,1763577.0,3.9,6757.0,6676.0,81.0,High
2023,Gujarat,Surat,4642744,November,11.0,1961.0,367.0,275.0,24.0,110.0,2737.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0067,Surat Ev Hub 1,18.7024,81.4195,Public,Statiq,Dc,22.0,6.0,7.0,9.0,2022.0,19.0,Yes,No,No,1562.0,Active,0.4090909090909091,0.3181818181818182,3.0,Low,199.0,69.0,24.0,39.0,9.0,114624.0,89.0,4.0,8.0,1375488.0,4.6,4776.0,4707.0,69.0,High
2023,Gujarat,Surat,4642744,November,11.0,1961.0,367.0,275.0,24.0,110.0,2737.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0068,Surat Ev Hub 2,10.5469,85.9477,Highway,Statiq,Mixed,6.0,2.0,2.0,2.0,2022.0,27.0,No,No,No,5730.0,Active,0.3333333333333333,0.3333333333333333,3.0,Medium,81.0,28.0,15.0,32.0,5.0,36450.0,73.8,3.0,9.0,328050.0,3.6,2025.0,1963.0,62.0,Medium
2023,Gujarat,Surat,4642744,November,11.0,1961.0,367.0,275.0,24.0,110.0,2737.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0069,Surat Ev Hub 3,11.7072,77.046,Highway,Tata Power,Mixed,7.0,3.0,3.0,1.0,2021.0,30.0,Yes,No,No,3665.0,Active,0.1428571428571428,0.4285714285714285,4.0,Low,61.0,21.0,21.0,49.0,7.0,54900.0,82.5,2.0,4.0,658800.0,4.4,1830.0,1792.0,38.0,High
2023,Gujarat,Surat,4642744,November,11.0,1961.0,367.0,275.0,24.0,110.0,2737.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0070,Surat Ev Hub 4,32.2842,83.1327,Highway,Statiq,Mixed,7.0,2.0,4.0,1.0,2023.0,19.0,Yes,No,Yes,7331.0,Active,0.1428571428571428,0.5714285714285714,2.0,Medium,60.0,21.0,17.0,32.0,7.0,25920.0,84.4,0.0,0.0,259200.0,4.7,1440.0,1384.0,56.0,High
2023,Gujarat,Surat,4642744,November,11.0,1961.0,367.0,275.0,24.0,110.0,2737.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0071,Surat Ev Hub 5,32.0102,72.6504,Public,Chargezone,Dc,15.0,5.0,3.0,7.0,2022.0,55.0,No,No,Yes,10187.0,Active,0.4666666666666667,0.2,3.0,Medium,245.0,85.0,20.0,38.0,7.0,178360.0,65.4,4.0,16.0,1783600.0,3.5,6860.0,6724.0,136.0,Medium
2023,Gujarat,Surat,4642744,December,12.0,2146.0,402.0,301.0,26.0,120.0,2995.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0067,Surat Ev Hub 1,18.7024,81.4195,Public,Statiq,Dc,22.0,6.0,7.0,9.0,2022.0,19.0,Yes,No,No,1562.0,Active,0.4090909090909091,0.3181818181818182,3.0,Low,253.0,88.0,21.0,37.0,6.0,139403.0,79.0,2.0,6.0,1672836.0,3.9,7337.0,7131.0,206.0,Medium
2023,Gujarat,Surat,4642744,December,12.0,2146.0,402.0,301.0,26.0,120.0,2995.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0068,Surat Ev Hub 2,10.5469,85.9477,Highway,Statiq,Mixed,6.0,2.0,2.0,2.0,2022.0,27.0,No,No,No,5730.0,Active,0.3333333333333333,0.3333333333333333,3.0,Medium,75.0,26.0,20.0,35.0,7.0,63000.0,81.7,2.0,4.0,756000.0,4.7,2250.0,2222.0,28.0,High
2023,Gujarat,Surat,4642744,December,12.0,2146.0,402.0,301.0,26.0,120.0,2995.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0069,Surat Ev Hub 3,11.7072,77.046,Highway,Tata Power,Mixed,7.0,3.0,3.0,1.0,2021.0,30.0,Yes,No,No,3665.0,Active,0.1428571428571428,0.4285714285714285,4.0,Low,113.0,39.0,17.0,54.0,5.0,101700.0,79.6,2.0,8.0,1423800.0,4.3,3390.0,3304.0,86.0,Medium
2023,Gujarat,Surat,4642744,December,12.0,2146.0,402.0,301.0,26.0,120.0,2995.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0070,Surat Ev Hub 4,32.2842,83.1327,Highway,Statiq,Mixed,7.0,2.0,4.0,1.0,2023.0,19.0,Yes,No,Yes,7331.0,Active,0.1428571428571428,0.5714285714285714,2.0,Medium,97.0,33.0,18.0,31.0,6.0,53350.0,53.7,0.0,0.0,746900.0,4.8,2425.0,2393.0,32.0,Low
2023,Gujarat,Surat,4642744,December,12.0,2146.0,402.0,301.0,26.0,120.0,2995.0,49.0,29.0,17.0,11.0,106.0,46.7,1174.0,St0071,Surat Ev Hub 5,32.0102,72.6504,Public,Chargezone,Dc,15.0,5.0,3.0,7.0,2022.0,55.0,No,No,Yes,10187.0,Active,0.4666666666666667,0.2,3.0,Medium,146.0,51.0,20.0,47.0,7.0,72124.0,88.6,0.0,0.0,649116.0,3.9,3796.0,3728.0,68.0,High
2024,Gujarat,Surat,4680110,January,1.0,1744.0,327.0,245.0,21.0,98.0,2435.0,68.0,29.0,15.0,15.0,127.0,44.1,1003.0,St0067,Surat Ev Hub 1,18.7024,81.4195,Public,Statiq,Dc,22.0,6.0,7.0,9.0,2022.0,19.0,Yes,No,No,1562.0,Active,0.4090909090909091,0.3181818181818182,3.0,Low,331.0,115.0,20.0,30.0,7.0,178740.0,70.9,0.0,0.0,2681100.0,4.1,9930.0,9664.0,266.0,Medium
2024,Gujarat,Surat,4680110,January,1.0,1744.0,327.0,245.0,21.0,98.0,2435.0,68.0,29.0,15.0,15.0,127.0,44.1,1003.0,St0068,Surat Ev Hub 2,10.5469,85.9477,Highway,Statiq,Mixed,6.0,2.0,2.0,2.0,2022.0,27.0,No,No,No,5730.0,Active,0.3333333333333333,0.3333333333333333,3.0,Medium,115.0,40.0,15.0,47.0,5.0,60375.0,68.9,3.0,6.0,845250.0,4.2,2875.0,2851.0,24.0,Medium
2024,Gujarat,Surat,4680110,January,1.0,1744.0,327.0,245.0,21.0,98.0,2435.0,68.0,29.0,15.0,15.0,127.0,44.1,1003.0,St0069,Surat Ev Hub 3,11.7072,77.046,Highway,Tata Power,Mixed,7.0,3.0,3.0,1.0,2021.0,30.0,Yes,No,No,3665.0,Active,0.1428571428571428,0.4285714285714285,4.0,Low,99.0,34.0,18.0,48.0,4.0,58212.0,84.4,1.0,1.0,873180.0,4.6,2772.0,2746.0,26.0,High
