Year,Month,Month_No,State,City,2W,3W,4W,Bus,Goods,Total_EV
2022,May,5,Gujarat,Vadodara,1363,255,191,17,76,1902
2022,May,5,Gujarat,Rajkot,1206,226,169,15,67,1683
2022,May,5,Gujarat,Bhavnagar,1502,281,211,18,84,2096
2022,May,5,Uttar Pradesh,Lucknow,2249,421,316,28,126,3140
2022,May,5,Uttar Pradesh,Kanpur,2624,492,369,32,147,3664
2022,May,5,Uttar Pradesh,Agra,2350,440,330,29,132,3281
2022,May,5,Uttar Pradesh,Varanasi,2263,424,318,28,127,3160
2022,May,5,Uttar Pradesh,Prayagraj,2334,437,328,29,131,3259
2022,May,5,Kerala,Thiruvananthapuram,1303,244,183,16,73,1819
2022,May,5,Kerala,Kochi,1399,262,196,17,78,1952
2022,May,5,Kerala,Kozhikode,1503,281,211,18,84,2097
2022,May,5,Kerala,Thrissur,1554,291,218,19,87,2169
2022,May,5,Kerala,Kollam,1336,250,187,16,75,1864
2022,May,5,Rajasthan,Jaipur,1404,263,197,17,79,1960
2022,May,5,Rajasthan,Jodhpur,1106,207,155,13,62,1543
2022,May,5,Rajasthan,Udaipur,1368,256,192,17,77,1910
2022,May,5,Rajasthan,Kota,1493,280,210,18,84,2085
2022,May,5,Rajasthan,Ajmer,1375,257,193,17,77,1919
2022,May,5,West Bengal,Kolkata,1394,261,196,17,78,1946
2022,May,5,West Bengal,Howrah,1487,278,209,18,83,2075
2022,May,5,West Bengal,Siliguri,1204,225,169,15,67,1680
2022,May,5,West Bengal,Durgapur,1064,199,149,13,59,1484
2022,May,5,West Bengal,Asansol,1272,238,178,15,71,1774
2022,May,5,Andhra Pradesh,Visakhapatnam,1350,253,189,16,75,1883
2022,May,5,Andhra Pradesh,Vijayawada,1480,277,208,18,83,2066
2022,May,5,Andhra Pradesh,Guntur,1371,257,192,17,77,1914
2022,May,5,Andhra Pradesh,Tirupati,1562,292,219,19,87,2179
2022,May,5,Andhra Pradesh,Kurnool,1254,235,176,15,70,1750
2022,May,5,Madhya Pradesh,Bhopal,1277,239,179,15,71,1781
2022,May,5,Madhya Pradesh,Indore,1366,256,192,17,76,1907
2022,May,5,Madhya Pradesh,Jabalpur,1148,215,161,14,64,1602
2022,May,5,Madhya Pradesh,Gwalior,1473,276,207,18,82,2056
2022,May,5,Madhya Pradesh,Ujjain,1496,280,210,18,84,2088
2022,May,5,Punjab,Ludhiana,1058,198,148,13,59,1476
2022,May,5,Punjab,Amritsar,1449,271,203,18,81,2022
2022,May,5,Punjab,Jalandhar,1107,207,155,13,62,1544
2022,May,5,Punjab,Patiala,1510,283,212,18,84,2107
2022,May,5,Punjab,Bathinda,1116,209,157,13,62,1557
2022,May,5,Bihar,Patna,1347,252,189,16,75,1879
2022,May,5,Bihar,Gaya,1337,250,188,16,75,1866
2022,May,5,Bihar,Muzaffarpur,1417,265,199,17,79,1977
2022,May,5,Bihar,Bhagalpur,1457,273,205,18,82,2035
2022,May,5,Bihar,Purnia,1248,234,175,15,70,1742
2022,May,5,Odisha,Bhubaneswar,1164,218,163,14,65,1624
2022,May,5,Odisha,Cuttack,1320,247,185,16,74,1842
2022,May,5,Odisha,Rourkela,1528,286,214,19,85,2132
2022,May,5,Odisha,Sambalpur,1499,281,210,18,84,2092
2022,May,5,Odisha,Berhampur,1562,292,219,19,87,2179
2022,May,5,Assam,Guwahati,1182,221,166,14,66,1649
2022,May,5,Assam,Silchar,1333,249,187,16,74,1859
2022,May,5,Assam,Dibrugarh,1241,232,174,15,69,1731
2022,May,5,Assam,Jorhat,1126,211,158,14,63,1572
2022,May,5,Assam,Nagaon,1067,200,150,13,60,1490
2022,June,6,Maharashtra,Mumbai,2188,410,307,27,123,3055
2022,June,6,Maharashtra,Pune,2544,477,357,31,143,3552
2022,June,6,Maharashtra,Nagpur,2639,494,371,32,148,3684
2022,June,6,Maharashtra,Nashik,2183,409,307,27,122,3048
2022,June,6,Maharashtra,Aurangabad,2569,481,361,32,144,3587
2022,June,6,Karnataka,Bengaluru,2535,475,356,31,142,3539
2022,June,6,Karnataka,Mysuru,2199,412,309,27,123,3070
2022,June,6,Karnataka,Hubballi,2018,378,283,25,113,2817
2022,June,6,Karnataka,Mangaluru,2443,458,343,30,137,3411
2022,June,6,Karnataka,Belagavi,2415,452,339,30,135,3371
2022,June,6,Tamil Nadu,Chennai,2158,404,303,26,121,3012
2022,June,6,Tamil Nadu,Coimbatore,2562,480,360,32,144,3578
2022,June,6,Tamil Nadu,Madurai,2202,412,309,27,123,3073
2022,June,6,Tamil Nadu,Salem,2606,488,366,32,146,3638
2022,June,6,Tamil Nadu,Tiruchirappalli,2610,489,367,32,146,3644
2022,June,6,Telangana,Hyderabad,1540,288,216,19,86,2149
2022,June,6,Telangana,Warangal,1532,287,215,19,86,2139
2022,June,6,Telangana,Karimnagar,1534,287,215,19,86,2141
2022,June,6,Telangana,Nizamabad,1174,220,165,14,66,1639
2022,June,6,Telangana,Khammam,1221,229,171,15,68,1704
2022,June,6,Gujarat,Ahmedabad,1139,213,160,14,64,1590
2022,June,6,Gujarat,Surat,1120,210,157,14,63,1564
2022,June,6,Gujarat,Vadodara,1517,284,213,18,85,2117
2022,June,6,Gujarat,Rajkot,1443,270,202,18,81,2014
2022,June,6,Gujarat,Bhavnagar,1401,262,197,17,78,1955
2022,June,6,Uttar Pradesh,Lucknow,2181,409,306,27,122,3045
2022,June,6,Uttar Pradesh,Kanpur,2734,512,384,34,153,3817
2022,June,6,Uttar Pradesh,Agra,2013,377,283,25,113,2811
2022,June,6,Uttar Pradesh,Varanasi,2776,520,390,34,156,3876
2022,June,6,Uttar Pradesh,Prayagraj,2180,408,306,27,122,3043
2022,June,6,Kerala,Thiruvananthapuram,1554,291,218,19,87,2169
2022,June,6,Kerala,Kochi,1349,253,189,16,75,1882
2022,June,6,Kerala,Kozhikode,1236,231,173,15,69,1724
2022,June,6,Kerala,Thrissur,1063,199,149,13,59,1483
2022,June,6,Kerala,Kollam,1426,267,200,17,80,1990
2022,June,6,Rajasthan,Jaipur,1526,286,214,19,85,2130
2022,June,6,Rajasthan,Jodhpur,1561,292,219,19,87,2178
2022,June,6,Rajasthan,Udaipur,1518,284,213,18,85,2118
2022,June,6,Rajasthan,Kota,1063,199,149,13,59,1483
2022,June,6,Rajasthan,Ajmer,1440,270,202,18,81,2011
2022,June,6,West Bengal,Kolkata,1201,225,168,15,67,1676
2022,June,6,West Bengal,Howrah,1321,247,185,16,74,1843
2022,June,6,West Bengal,Siliguri,1086,203,152,13,61,1515
2022,June,6,West Bengal,Durgapur,1138,213,160,14,64,1589
2022,June,6,West Bengal,Asansol,1386,260,195,17,78,1936
2022,June,6,Andhra Pradesh,Visakhapatnam,1288,241,181,16,72,1798
2022,June,6,Andhra Pradesh,Vijayawada,1116,209,156,13,62,1556
2022,June,6,Andhra Pradesh,Guntur,1304,244,183,16,73,1820
2022,June,6,Andhra Pradesh,Tirupati,1069,200,150,13,60,1492
2022,June,6,Andhra Pradesh,Kurnool,1208,226,169,15,67,1685
2022,June,6,Madhya Pradesh,Bhopal,1103,206,155,13,62,1539
2022,June,6,Madhya Pradesh,Indore,1329,249,186,16,74,1854
2022,June,6,Madhya Pradesh,Jabalpur,1397,262,196,17,78,1950
2022,June,6,Madhya Pradesh,Gwalior,1513,283,212,18,85,2111
2022,June,6,Madhya Pradesh,Ujjain,1573,294,221,19,88,2195
2022,June,6,Punjab,Ludhiana,1522,285,214,19,85,2125
2022,June,6,Punjab,Amritsar,1124,210,158,14,63,1569
2022,June,6,Punjab,Jalandhar,1323,248,186,16,74,1847
2022,June,6,Punjab,Patiala,1566,293,220,19,88,2186
2022,June,6,Punjab,Bathinda,1554,291,218,19,87,2169
2022,June,6,Bihar,Patna,1108,207,155,13,62,1545
2022,June,6,Bihar,Gaya,1540,288,216,19,86,2149
2022,June,6,Bihar,Muzaffarpur,1101,206,154,13,61,1535
2022,June,6,Bihar,Bhagalpur,1384,259,194,17,77,1931
2022,June,6,Bihar,Purnia,1303,244,183,16,73,1819
2022,June,6,Odisha,Bhubaneswar,1321,247,185,16,74,1843
2022,June,6,Odisha,Cuttack,1237,232,174,15,69,1727
2022,June,6,Odisha,Rourkela,1318,247,185,16,74,1840
2022,June,6,Odisha,Sambalpur,1224,229,172,15,68,1708
2022,June,6,Odisha,Berhampur,1102,206,155,13,62,1538
2022,June,6,Assam,Guwahati,1143,214,160,14,64,1595
2022,June,6,Assam,Silchar,1150,215,161,14,64,1604
2022,June,6,Assam,Dibrugarh,1476,276,207,18,83,2060
2022,June,6,Assam,Jorhat,1390,260,195,17,78,1940
2022,June,6,Assam,Nagaon,1291,242,181,16,72,1802
2022,July,7,Maharashtra,Mumbai,1920,360,270,24,108,2682
2022,July,7,Maharashtra,Pune,2347,440,330,29,132,3278
2022,July,7,Maharashtra,Nagpur,2325,436,327,29,130,3247
2022,July,7,Maharashtra,Nashik,2298,430,323,28,129,3208
2022,July,7,Maharashtra,Aurangabad,2440,457,343,30,137,3407
2022,July,7,Karnataka,Bengaluru,2798,524,393,34,157,3906
2022,July,7,Karnataka,Mysuru,2115,396,297,26,118,2952
2022,July,7,Karnataka,Hubballi,2302,431,323,28,129,3213
2022,July,7,Karnataka,Mangaluru,2786,522,391,34,156,3889
2022,July,7,Karnataka,Belagavi,2223,416,312,27,125,3103
2022,July,7,Tamil Nadu,Chennai,2521,472,354,31,141,3519
2022,July,7,Tamil Nadu,Coimbatore,1906,357,268,23,107,2661
2022,July,7,Tamil Nadu,Madurai,2364,443,332,29,132,3300
2022,July,7,Tamil Nadu,Salem,2120,397,298,26,119,2960
2022,July,7,Tamil Nadu,Tiruchirappalli,2019,378,284,25,113,2819
2022,July,7,Telangana,Hyderabad,1163,218,163,14,65,1623
2022,July,7,Telangana,Warangal,1262,236,177,15,71,1761
2022,July,7,Telangana,Karimnagar,1162,218,163,14,65,1622
2022,July,7,Telangana,Nizamabad,1452,272,204,18,81,2027
2022,July,7,Telangana,Khammam,1425,267,200,17,80,1989
2022,July,7,Gujarat,Ahmedabad,1313,246,184,16,73,1832
2022,July,7,Gujarat,Surat,1403,263,197,17,78,1958
2022,July,7,Gujarat,Vadodara,1569,294,220,19,88,2190
2022,July,7,Gujarat,Rajkot,1101,206,154,13,61,1535
2022,July,7,Gujarat,Bhavnagar,1581,296,222,19,88,2206
2022,July,7,Uttar Pradesh,Lucknow,1884,353,264,23,105,2629
2022,July,7,Uttar Pradesh,Kanpur,2277,427,320,28,128,3180
2022,July,7,Uttar Pradesh,Agra,1942,364,273,24,109,2712
2022,July,7,Uttar Pradesh,Varanasi,2531,474,355,31,142,3533
2022,July,7,Uttar Pradesh,Prayagraj,2390,448,336,29,134,3337
2022,July,7,Kerala,Thiruvananthapuram,1299,243,182,16,73,1813
2022,July,7,Kerala,Kochi,1530,286,215,19,86,2136
2022,July,7,Kerala,Kozhikode,1093,204,153,13,61,1524
2022,July,7,Kerala,Thrissur,1576,295,221,19,88,2199
2022,July,7,Kerala,Kollam,1555,291,218,19,87,2170
2022,July,7,Rajasthan,Jaipur,1117,209,157,13,62,1558
2022,July,7,Rajasthan,Jodhpur,1547,290,217,19,87,2160
2022,July,7,Rajasthan,Udaipur,1368,256,192,17,77,1910
2022,July,7,Rajasthan,Kota,1107,207,155,13,62,1544
2022,July,7,Rajasthan,Ajmer,1176,220,165,14,66,1641
2022,July,7,West Bengal,Kolkata,1173,219,164,14,65,1635
2022,July,7,West Bengal,Howrah,1141,214,160,14,64,1593
2022,July,7,West Bengal,Siliguri,1327,248,186,16,74,1851
2022,July,7,West Bengal,Durgapur,1204,225,169,15,67,1680
2022,July,7,West Bengal,Asansol,1092,204,153,13,61,1523
2022,July,7,Andhra Pradesh,Visakhapatnam,1180,221,165,14,66,1646
2022,July,7,Andhra Pradesh,Vijayawada,1430,268,201,17,80,1996
2022,July,7,Andhra Pradesh,Guntur,1466,275,206,18,82,2047
2022,July,7,Andhra Pradesh,Tirupati,1582,296,222,19,89,2208
2022,July,7,Andhra Pradesh,Kurnool,1424,267,200,17,80,1988
2022,July,7,Madhya Pradesh,Bhopal,1470,275,206,18,82,2051
2022,July,7,Madhya Pradesh,Indore,1272,238,178,15,71,1774
2022,July,7,Madhya Pradesh,Jabalpur,1115,209,156,13,62,1555
2022,July,7,Madhya Pradesh,Gwalior,1241,232,174,15,69,1731
2022,July,7,Madhya Pradesh,Ujjain,1219,228,171,15,68,1701
2022,July,7,Punjab,Ludhiana,1070,200,150,13,60,1493
2022,July,7,Punjab,Amritsar,1279,239,179,15,71,1783
2022,July,7,Punjab,Jalandhar,1462,274,205,18,82,2041
2022,July,7,Punjab,Patiala,1341,251,188,16,75,1871
2022,July,7,Punjab,Bathinda,1521,285,213,19,85,2123
2022,July,7,Bihar,Patna,1418,266,199,17,79,1979
2022,July,7,Bihar,Gaya,1221,229,171,15,68,1704
2022,July,7,Bihar,Muzaffarpur,1338,250,188,16,75,1867
2022,July,7,Bihar,Bhagalpur,1375,257,193,17,77,1919
2022,July,7,Bihar,Purnia,1062,199,149,13,59,1482
2022,July,7,Odisha,Bhubaneswar,1175,220,165,14,66,1640
2022,July,7,Odisha,Cuttack,1114,209,156,13,62,1554
2022,July,7,Odisha,Rourkela,1070,200,150,13,60,1493
2022,July,7,Odisha,Sambalpur,1309,245,184,16,73,1827
2022,July,7,Odisha,Berhampur,1461,274,205,18,82,2040
2022,July,7,Assam,Guwahati,1286,241,180,16,72,1795
2022,July,7,Assam,Silchar,1409,264,198,17,79,1967
2022,July,7,Assam,Dibrugarh,1333,249,187,16,74,1859
2022,July,7,Assam,Jorhat,1425,267,200,17,80,1989
2022,July,7,Assam,Nagaon,1076,201,151,13,60,1501
2022,August,8,Maharashtra,Mumbai,2578,483,362,32,145,3600
2022,August,8,Maharashtra,Pune,1953,366,274,24,109,2726
2022,August,8,Maharashtra,Nagpur,2171,407,305,27,122,3032
2022,August,8,Maharashtra,Nashik,2631,493,370,32,148,3674
2022,August,8,Maharashtra,Aurangabad,2368,444,333,29,133,3307
2022,August,8,Karnataka,Bengaluru,2223,416,312,27,125,3103
2022,August,8,Karnataka,Mysuru,2588,485,363,32,145,3613
2022,August,8,Karnataka,Hubballi,2632,493,370,32,148,3675
2022,August,8,Karnataka,Mangaluru,2602,487,365,32,146,3632
2022,August,8,Karnataka,Belagavi,2135,400,300,26,120,2981
2022,August,8,Tamil Nadu,Chennai,2005,376,282,25,112,2800
2022,August,8,Tamil Nadu,Coimbatore,2169,406,305,27,122,3029
2022,August,8,Tamil Nadu,Madurai,2238,419,314,27,125,3123
2022,August,8,Tamil Nadu,Salem,2078,389,292,25,116,2900
2022,August,8,Tamil Nadu,Tiruchirappalli,2206,413,310,27,124,3080
2022,August,8,Telangana,Hyderabad,1112,208,156,13,62,1551
2022,August,8,Telangana,Warangal,1358,254,190,16,76,1894
2022,August,8,Telangana,Karimnagar,1394,261,196,17,78,1946
2022,August,8,Telangana,Nizamabad,1488,279,209,18,83,2077
2022,August,8,Telangana,Khammam,1467,275,206,18,82,2048
2022,August,8,Gujarat,Ahmedabad,1084,203,152,13,60,1512
2022,August,8,Gujarat,Surat,1415,265,199,17,79,1975
2022,August,8,Gujarat,Vadodara,1517,284,213,18,85,2117
2022,August,8,Gujarat,Rajkot,1407,263,197,17,79,1963
2022,August,8,Gujarat,Bhavnagar,1111,208,156,13,62,1550
2022,August,8,Uttar Pradesh,Lucknow,2036,381,286,25,114,2842
2022,August,8,Uttar Pradesh,Kanpur,2373,445,333,29,133,3313
2022,August,8,Uttar Pradesh,Agra,1898,355,266,23,106,2648
2022,August,8,Uttar Pradesh,Varanasi,2450,459,344,30,137,3420
2022,August,8,Uttar Pradesh,Prayagraj,2173,407,305,27,122,3034
2022,August,8,Kerala,Thiruvananthapuram,1335,250,187,16,75,1863
2022,August,8,Kerala,Kochi,1519,284,213,18,85,2119
2022,August,8,Kerala,Kozhikode,1494,280,210,18,84,2086
2022,August,8,Kerala,Thrissur,1432,268,201,17,80,1998
2022,August,8,Kerala,Kollam,1574,295,221,19,88,2197
2022,August,8,Rajasthan,Jaipur,1090,204,153,13,61,1521
2022,August,8,Rajasthan,Jodhpur,1422,266,199,17,79,1983
2022,August,8,Rajasthan,Udaipur,1180,221,166,14,66,1647
2022,August,8,Rajasthan,Kota,1401,262,197,17,78,1955
2022,August,8,Rajasthan,Ajmer,1569,294,220,19,88,2190
2022,August,8,West Bengal,Kolkata,1554,291,218,19,87,2169
2022,August,8,West Bengal,Howrah,1143,214,160,14,64,1595
2022,August,8,West Bengal,Siliguri,1094,205,153,13,61,1526
2022,August,8,West Bengal,Durgapur,1223,229,172,15,68,1707
2022,August,8,West Bengal,Asansol,1247,233,175,15,70,1740
2022,August,8,Andhra Pradesh,Visakhapatnam,1427,267,200,17,80,1991
2022,August,8,Andhra Pradesh,Vijayawada,1254,235,176,15,70,1750
2022,August,8,Andhra Pradesh,Guntur,1367,256,192,17,76,1908
2022,August,8,Andhra Pradesh,Tirupati,1561,292,219,19,87,2178
2022,August,8,Andhra Pradesh,Kurnool,1567,293,220,19,88,2187
2022,August,8,Madhya Pradesh,Bhopal,1457,273,204,18,81,2033
2022,August,8,Madhya Pradesh,Indore,1427,267,200,17,80,1991
2022,August,8,Madhya Pradesh,Jabalpur,1463,274,205,18,82,2042
2022,August,8,Madhya Pradesh,Gwalior,1536,288,216,19,86,2145
2022,August,8,Madhya Pradesh,Ujjain,1071,200,150,13,60,1494
2022,August,8,Punjab,Ludhiana,1424,267,200,17,80,1988
2022,August,8,Punjab,Amritsar,1378,258,193,17,77,1923
2022,August,8,Punjab,Jalandhar,1172,219,164,14,65,1634
2022,August,8,Punjab,Patiala,1383,259,194,17,77,1930
2022,August,8,Punjab,Bathinda,1127,211,158,14,63,1573
2022,August,8,Bihar,Patna,1208,226,169,15,67,1685
2022,August,8,Bihar,Gaya,1543,289,217,19,86,2154
2022,August,8,Bihar,Muzaffarpur,1311,245,184,16,73,1829
2022,August,8,Bihar,Bhagalpur,1457,273,204,18,81,2033
2022,August,8,Bihar,Purnia,1205,226,169,15,67,1682
2022,August,8,Odisha,Bhubaneswar,1088,204,153,13,61,1519
2022,August,8,Odisha,Cuttack,1320,247,185,16,74,1842
2022,August,8,Odisha,Rourkela,1346,252,189,16,75,1878
2022,August,8,Odisha,Sambalpur,1207,226,169,15,67,1684
2022,August,8,Odisha,Berhampur,1558,292,219,19,87,2175
2022,August,8,Assam,Guwahati,1234,231,173,15,69,1722
2022,August,8,Assam,Silchar,1196,224,168,14,67,1669
2022,August,8,Assam,Dibrugarh,1419,266,199,17,79,1980
2022,August,8,Assam,Jorhat,1339,251,188,16,75,1869
2022,August,8,Assam,Nagaon,1299,243,182,16,73,1813
2022,September,9,Maharashtra,Mumbai,2171,407,305,27,122,3032
2022,September,9,Maharashtra,Pune,2154,403,302,26,121,3006
2022,September,9,Maharashtra,Nagpur,2132,399,299,26,119,2975
2022,September,9,Maharashtra,Nashik,2405,450,338,30,135,3358
2022,September,9,Maharashtra,Aurangabad,2711,508,381,33,152,3785
2022,September,9,Karnataka,Bengaluru,2623,491,368,32,147,3661
2022,September,9,Karnataka,Mysuru,2493,467,350,31,140,3481
2022,September,9,Karnataka,Hubballi,2124,398,298,26,119,2965
2022,September,9,Karnataka,Mangaluru,2086,391,293,26,117,2913
2022,September,9,Karnataka,Belagavi,2221,416,312,27,124,3100
2022,September,9,Tamil Nadu,Chennai,1888,354,265,23,106,2636
2022,September,9,Tamil Nadu,Coimbatore,2595,486,365,32,146,3624
2022,September,9,Tamil Nadu,Madurai,2582,484,363,32,145,3606
2022,September,9,Tamil Nadu,Salem,2644,495,371,33,148,3691
2022,September,9,Tamil Nadu,Tiruchirappalli,2420,453,340,30,136,3379
2022,September,9,Telangana,Hyderabad,1279,239,179,15,71,1783
2022,September,9,Telangana,Warangal,1259,236,177,15,70,1757
2022,September,9,Telangana,Karimnagar,1169,219,164,14,65,1631
2022,September,9,Telangana,Nizamabad,1162,218,163,14,65,1622
2022,September,9,Telangana,Khammam,1403,263,197,17,78,1958
2022,September,9,Gujarat,Ahmedabad,1395,261,196,17,78,1947
2022,September,9,Gujarat,Surat,1306,244,183,16,73,1822
2022,September,9,Gujarat,Vadodara,1419,266,199,17,79,1980
2022,September,9,Gujarat,Rajkot,1494,280,210,18,84,2086
2022,September,9,Gujarat,Bhavnagar,1540,288,216,19,86,2149
2022,September,9,Uttar Pradesh,Lucknow,2151,403,302,26,121,3003
2022,September,9,Uttar Pradesh,Kanpur,2249,421,316,28,126,3140
2022,September,9,Uttar Pradesh,Agra,1930,362,271,24,108,2695
2022,September,9,Uttar Pradesh,Varanasi,2628,492,369,32,147,3668
2022,September,9,Uttar Pradesh,Prayagraj,2289,429,321,28,128,3195
2022,September,9,Kerala,Thiruvananthapuram,1484,278,208,18,83,2071
2022,September,9,Kerala,Kochi,1308,245,183,16,73,1825
2022,September,9,Kerala,Kozhikode,1532,287,215,19,86,2139
2022,September,9,Kerala,Thrissur,1434,268,201,17,80,2000
2022,September,9,Kerala,Kollam,1566,293,220,19,88,2186
2022,September,9,Rajasthan,Jaipur,1364,255,191,17,76,1903
2022,September,9,Rajasthan,Jodhpur,1327,248,186,16,74,1851
2022,September,9,Rajasthan,Udaipur,1068,200,150,13,60,1491
2022,September,9,Rajasthan,Kota,1555,291,218,19,87,2170
2022,September,9,Rajasthan,Ajmer,1447,271,203,18,81,2020
2022,September,9,West Bengal,Kolkata,1120,210,157,14,63,1564
2022,September,9,West Bengal,Howrah,1493,280,210,18,84,2085
2022,September,9,West Bengal,Siliguri,1489,279,209,18,83,2078
2022,September,9,West Bengal,Durgapur,1404,263,197,17,79,1960
2022,September,9,West Bengal,Asansol,1119,209,157,13,62,1560
2022,September,9,Andhra Pradesh,Visakhapatnam,1523,285,214,19,85,2126
2022,September,9,Andhra Pradesh,Vijayawada,1083,203,152,13,60,1511
2022,September,9,Andhra Pradesh,Guntur,1105,207,155,13,62,1542
2022,September,9,Andhra Pradesh,Tirupati,1291,242,181,16,72,1802
2022,September,9,Andhra Pradesh,Kurnool,1411,264,198,17,79,1969
2022,September,9,Madhya Pradesh,Bhopal,1174,220,165,14,66,1639
2022,September,9,Madhya Pradesh,Indore,1164,218,163,14,65,1624
2022,September,9,Madhya Pradesh,Jabalpur,1397,262,196,17,78,1950
2022,September,9,Madhya Pradesh,Gwalior,1126,211,158,14,63,1572
2022,September,9,Madhya Pradesh,Ujjain,1514,283,212,18,85,2112
2022,September,9,Punjab,Ludhiana,1059,198,148,13,59,1477
2022,September,9,Punjab,Amritsar,1288,241,181,16,72,1798
2022,September,9,Punjab,Jalandhar,1460,273,205,18,82,2038
2022,September,9,Punjab,Patiala,1309,245,184,16,73,1827
2022,September,9,Punjab,Bathinda,1208,226,169,15,67,1685
2022,September,9,Bihar,Patna,1187,222,166,14,66,1655
2022,September,9,Bihar,Gaya,1353,253,190,16,76,1888
2022,September,9,Bihar,Muzaffarpur,1205,226,169,15,67,1682
2022,September,9,Bihar,Bhagalpur,1307,245,183,16,73,1824
2022,September,9,Bihar,Purnia,1169,219,164,14,65,1631
2022,September,9,Odisha,Bhubaneswar,1171,219,164,14,65,1633
2022,September,9,Odisha,Cuttack,1329,249,186,16,74,1854
2022,September,9,Odisha,Rourkela,1374,257,193,17,77,1918
2022,September,9,Odisha,Sambalpur,1534,287,215,19,86,2141
2022,September,9,Odisha,Berhampur,1446,271,203,18,81,2019
2022,September,9,Assam,Guwahati,1197,224,168,14,67,1670
2022,September,9,Assam,Silchar,1208,226,169,15,67,1685
2022,September,9,Assam,Dibrugarh,1392,261,195,17,78,1943
2022,September,9,Assam,Jorhat,1531,287,215,19,86,2138
2022,September,9,Assam,Nagaon,1252,234,176,15,70,1747
2022,October,10,Maharashtra,Mumbai,2748,515,386,34,154,3837
2022,October,10,Maharashtra,Pune,3112,583,437,38,175,4345
2022,October,10,Maharashtra,Nagpur,2887,541,405,36,162,4031
2022,October,10,Maharashtra,Nashik,2897,543,407,36,162,4045
2022,October,10,Maharashtra,Aurangabad,2430,455,341,30,136,3392
2022,October,10,Karnataka,Bengaluru,2368,444,333,29,133,3307
2022,October,10,Karnataka,Mysuru,2720,510,382,34,153,3799
2022,October,10,Karnataka,Hubballi,2478,464,348,30,139,3459
2022,October,10,Karnataka,Mangaluru,3353,628,471,41,188,4681
2022,October,10,Karnataka,Belagavi,2514,471,353,31,141,3510
2022,October,10,Tamil Nadu,Chennai,2855,535,401,35,160,3986
2022,October,10,Tamil Nadu,Coimbatore,3307,620,465,41,186,4619
2022,October,10,Tamil Nadu,Madurai,2718,509,382,33,152,3794
2022,October,10,Tamil Nadu,Salem,3306,620,465,41,186,4618
2022,October,10,Tamil Nadu,Tiruchirappalli,2904,544,408,36,163,4055
2022,October,10,Telangana,Hyderabad,1881,352,264,23,105,2625
2022,October,10,Telangana,Warangal,1636,306,230,20,92,2284
2022,October,10,Telangana,Karimnagar,1690,316,237,21,95,2359
2022,October,10,Telangana,Nizamabad,1584,297,222,19,89,2211
2022,October,10,Telangana,Khammam,1533,287,215,19,86,2140
2022,October,10,Gujarat,Ahmedabad,1393,261,195,17,78,1944
2022,October,10,Gujarat,Surat,1821,341,256,22,102,2542
2022,October,10,Gujarat,Vadodara,1401,262,197,17,78,1955
2022,October,10,Gujarat,Rajkot,1667,312,234,20,93,2326
2022,October,10,Gujarat,Bhavnagar,1395,261,196,17,78,1947
2022,October,10,Uttar Pradesh,Lucknow,2518,472,354,31,141,3516
2022,October,10,Uttar Pradesh,Kanpur,2834,531,398,35,159,3957
2022,October,10,Uttar Pradesh,Agra,2313,433,325,28,130,3229
2022,October,10,Uttar Pradesh,Varanasi,2459,461,345,30,138,3433
2022,October,10,Uttar Pradesh,Prayagraj,2563,480,360,32,144,3579
2022,October,10,Kerala,Thiruvananthapuram,1560,292,219,19,87,2177
2022,October,10,Kerala,Kochi,1618,303,227,20,91,2259
2022,October,10,Kerala,Kozhikode,1425,267,200,17,80,1989
2022,October,10,Kerala,Thrissur,1424,267,200,17,80,1988
2022,October,10,Kerala,Kollam,1883,353,264,23,105,2628
2022,October,10,Rajasthan,Jaipur,1736,325,244,21,97,2423
2022,October,10,Rajasthan,Jodhpur,1754,328,246,21,98,2447
2022,October,10,Rajasthan,Udaipur,1318,247,185,16,74,1840
2022,October,10,Rajasthan,Kota,1433,268,201,17,80,1999
2022,October,10,Rajasthan,Ajmer,1818,340,255,22,102,2537
2022,October,10,West Bengal,Kolkata,1321,247,185,16,74,1843
2022,October,10,West Bengal,Howrah,1297,243,182,16,72,1810
2022,October,10,West Bengal,Siliguri,1627,305,228,20,91,2271
2022,October,10,West Bengal,Durgapur,1384,259,194,17,77,1931
2022,October,10,West Bengal,Asansol,1418,266,199,17,79,1979
2022,October,10,Andhra Pradesh,Visakhapatnam,1706,319,239,21,95,2380
2022,October,10,Andhra Pradesh,Vijayawada,1600,300,225,20,90,2235
2022,October,10,Andhra Pradesh,Guntur,1721,322,242,21,96,2402
2022,October,10,Andhra Pradesh,Tirupati,1430,268,201,17,80,1996
2022,October,10,Andhra Pradesh,Kurnool,1602,300,225,20,90,2237
2022,October,10,Madhya Pradesh,Bhopal,1889,354,265,23,106,2637
2022,October,10,Madhya Pradesh,Indore,1437,269,202,17,80,2005
2022,October,10,Madhya Pradesh,Jabalpur,1454,272,204,18,81,2029
2022,October,10,Madhya Pradesh,Gwalior,1315,246,184,16,73,1834
2022,October,10,Madhya Pradesh,Ujjain,1464,274,205,18,82,2043
2022,October,10,Punjab,Ludhiana,1819,341,255,22,102,2539
2022,October,10,Punjab,Amritsar,1512,283,212,18,85,2110
2022,October,10,Punjab,Jalandhar,1653,310,232,20,93,2308
